Source,Target,Model,Seed,Site_ID,N_test,N_rare,RMSE_kW,MAE_kW,nRMSE,RareRMSE_kW,RMSE_persist_kW,SkillScore
DKASC,HKUST,MLP,42,ID_Zone J1,2000,122,0.307076989289471,0.15556577486905,0.0576807970644539,0.569480643559326,0.314042248376936,0.0221793695703782
DKASC,HKUST,MLP,42,ID_Zone J2,2000,133,0.483406379145806,0.270597849472755,0.0438178290734397,1.05990854194714,0.428232058482728,-0.128842106914102
DKASC,HKUST,MLP,42,ID_Zone L2,2000,121,0.125487553194995,0.0623854113306432,0.0633135992016443,0.199739113352081,0.130923632986603,0.0415209971462082
DKASC,Ausgrid,MLP,42,ID_1,2000,605,0.610008776221231,0.394856576787743,0.185187854530197,0.660543107202197,0.62264189731913,0.0202895454872094
DKASC,Ausgrid,MLP,42,ID_10,2000,528,0.276440814972735,0.156184643223695,0.0855586390571819,0.273044289461895,0.269405902526981,-0.0261126886225131
DKASC,Ausgrid,MLP,42,ID_100,2000,258,0.473397144230444,0.277458133094417,0.0799811361542204,0.599715319882097,0.452826906682943,-0.0454262704886121
DKASC,Ausgrid,MLP,42,ID_101,2000,207,0.314209822354135,0.187122740656824,0.0983433097381427,0.531674408243892,0.308690253834681,-0.0178806050754363
DKASC,Ausgrid,MLP,42,ID_102,2000,259,0.415425084607232,0.280829845947892,0.119403499851224,0.628066714461091,0.410027492411064,-0.0131639763090714
DKASC,Ausgrid,MLP,42,ID_103,2000,271,0.386155826997983,0.25477396738716,0.0861186015294597,0.577482255370336,0.355467338905244,-0.0863327927321029
DKASC,Ausgrid,MLP,42,ID_104,2000,266,0.994555047715686,0.587347228211722,0.12397843541942,1.38075755252521,0.977384344125632,-0.0175680157895461
DKASC,Ausgrid,MLP,42,ID_105,2000,200,0.31648787593421,0.214121626159084,0.0853276346514748,0.522325621786406,0.28956025573889,-0.0929948764087352
DKASC,Ausgrid,MLP,42,ID_106,2000,257,0.560903129642702,0.295202705700143,0.101053795240481,0.731005325289151,0.545649915324604,-0.0279542136628448
DKASC,Ausgrid,MLP,42,ID_107,2000,250,0.275831162901937,0.205798373323916,0.0937563464065042,0.384374426113552,0.255116816626863,-0.0811955344573432
DKASC,Ausgrid,MLP,42,ID_108,2000,474,0.442956529991778,0.244668643493963,0.124182514132455,0.449641089234047,0.461042722739529,0.039228886729373
DKASC,Ausgrid,MLP,42,ID_109,2000,155,0.527886116007606,0.372601055773324,0.144152409757243,0.82484758781871,0.482310536692245,-0.0944942642719866
DKASC,Ausgrid,MLP,42,ID_11,2000,239,0.450945503160907,0.296747415075126,0.136032234554084,0.546266935160877,0.437050427741621,-0.0317928425126746
DKASC,Ausgrid,MLP,42,ID_110,2000,687,0.426738701144898,0.291357733447644,0.102050800145074,0.423127018117792,0.40632959593801,-0.0502279563460644
DKASC,Ausgrid,MLP,42,ID_111,2000,260,0.500583426759911,0.258593422445855,0.112896577590719,0.720828005197658,0.433877305616161,-0.153744204364456
DKASC,Ausgrid,MLP,42,ID_112,2000,532,0.719220707780876,0.43994376260696,0.191052437276559,0.751704414742352,0.775155388708107,0.072159313786689
DKASC,Ausgrid,MLP,42,ID_113,2000,260,0.379502878269168,0.257436661145975,0.125663205518544,0.535159966533214,0.349943702284187,-0.0844683753187712
DKASC,Ausgrid,MLP,42,ID_114,2000,321,0.802865044805849,0.49579442078399,0.133919761123658,1.04882108144709,0.80461094222055,0.00216986536360397
DKASC,Ausgrid,MLP,42,ID_115,2000,292,0.265231748546503,0.171097417411045,0.119350106764873,0.337240623601538,0.239866680105928,-0.105746527318316
DKASC,Ausgrid,MLP,42,ID_116,2000,247,0.332104628265338,0.224703363758541,0.121516065344754,0.500456638467643,0.338096452764477,0.0177222341439737
DKASC,Ausgrid,MLP,42,ID_117,2000,391,0.252795686045093,0.144307338458033,0.111994756458243,0.261842251118513,0.247198099787214,-0.0226441314180712
DKASC,Ausgrid,MLP,42,ID_118,2000,193,0.430931583756731,0.263267475448503,0.147708303816364,0.666914745049976,0.399582517925433,-0.0784545479968857
DKASC,Ausgrid,MLP,42,ID_119,2000,369,0.401270791963462,0.254467056894166,0.126583842998701,0.504159319896924,0.420690109668604,0.0461606233634536
DKASC,Ausgrid,MLP,42,ID_12,2000,167,0.286736712543246,0.20373698757733,0.105767486928535,0.50640433262725,0.244143427612417,-0.174460092361964
DKASC,Ausgrid,MLP,42,ID_120,2000,286,0.369100279453098,0.226488751221869,0.0670847490326431,0.659940629600745,0.327153886679547,-0.128216091819314
DKASC,Ausgrid,MLP,42,ID_121,2000,662,0.69544984458547,0.368854962716299,0.169621917258994,0.676097280692897,0.698573170002393,0.00447100683370449
DKASC,Ausgrid,MLP,42,ID_122,2000,134,0.352401819822383,0.236157467876524,0.0584414274561997,0.660584294846699,0.292318638097612,-0.205540030275827
DKASC,Ausgrid,MLP,42,ID_123,2000,587,0.369300093187559,0.241969344201691,0.147930694502569,0.374409815003935,0.38590509218768,0.043028711816132
DKASC,Ausgrid,MLP,42,ID_124,2000,347,0.675234751980116,0.343474207499021,0.129703183111117,0.742502984242216,0.715836551671384,0.0567193720360719
DKASC,Ausgrid,MLP,42,ID_125,2000,231,0.363907242889565,0.228504574677776,0.118846256885245,0.590321457817787,0.331649739657065,-0.0972637676901413
DKASC,Ausgrid,MLP,42,ID_126,2000,285,0.41446625548856,0.234524439884164,0.0941968742057378,0.616926015662812,0.388714615594886,-0.0662481904732712
DKASC,Ausgrid,MLP,42,ID_127,2000,331,0.381680044080928,0.233048644559112,0.122290626669784,0.492912005998002,0.399715695851914,0.0451211997881295
DKASC,Ausgrid,MLP,42,ID_128,2000,151,0.274695460298202,0.185272994145009,0.0763655984319198,0.521924144137153,0.262068779635756,-0.048180789333224
DKASC,Ausgrid,MLP,42,ID_129,2000,270,0.458253901710716,0.286657533118119,0.105007772258067,0.576507054844197,0.439574801275192,-0.0424935651027687
DKASC,Ausgrid,MLP,42,ID_13,2000,314,0.418856262079116,0.249474042997296,0.0880320031832982,0.678141299885534,0.403222605411921,-0.0387717763274307
DKASC,Ausgrid,MLP,42,ID_130,2000,290,0.420337231094683,0.244760299042582,0.106602592020636,0.586361898668707,0.41856033038694,-0.00424526783534507
DKASC,Ausgrid,MLP,42,ID_131,2000,132,0.501428594722511,0.342766254984116,0.0862833176474601,0.829299524985096,0.424102397370524,-0.182329073901531
DKASC,Ausgrid,MLP,42,ID_132,2000,229,0.182236304983336,0.125690487880885,0.122800747281093,0.22439283873182,0.17661293491807,-0.0318400805007557
DKASC,Ausgrid,MLP,42,ID_133,2000,438,0.553449803353583,0.313802929558283,0.116564824443244,0.629492990313819,0.571601149518398,0.0317552653281196
DKASC,Ausgrid,MLP,42,ID_134,2000,346,0.765982455755999,0.487395254445251,0.095456667029958,1.0611790416334,0.669767979463359,-0.143653443047145
DKASC,Ausgrid,MLP,42,ID_135,2000,298,0.266473392307569,0.173966733535108,0.159564909673863,0.369188986372814,0.283220157307349,0.0591298485213618
DKASC,Ausgrid,MLP,42,ID_136,2000,350,0.21005202279995,0.153837534649108,0.134476323896657,0.26112787283187,0.185197185438024,-0.134207424930031
DKASC,Ausgrid,MLP,42,ID_137,2000,345,0.451987262575975,0.289105211391064,0.119446953526614,0.610568572471245,0.453979060360021,0.00438742214776477
DKASC,Ausgrid,MLP,42,ID_138,2000,78,0.388511533616986,0.194870667361806,0.0823644652353131,1.17183072712966,0.352897282218653,-0.100919596700851
DKASC,Ausgrid,MLP,42,ID_139,2000,267,0.538775025191655,0.357786548639313,0.132671189220953,0.621019878561435,0.548176476165262,0.0171504093706722
DKASC,Ausgrid,MLP,42,ID_14,2000,252,0.537434954413357,0.290744185862616,0.180468424391467,0.755013587850664,0.575747347024743,0.0665437588368752
DKASC,Ausgrid,MLP,42,ID_140,2000,333,0.281375840387736,0.168102037028106,0.0985796301042769,0.44660646735064,0.270985705724666,-0.0383420027092733
DKASC,Ausgrid,MLP,42,ID_141,2000,195,0.595514270580382,0.403209640880627,0.0985298239447031,1.07371795937244,0.541330647604964,-0.100093396180587
DKASC,Ausgrid,MLP,42,ID_142,2000,317,0.416437809028872,0.246057373624863,0.119391576562102,0.479876701283792,0.408349593023929,-0.0198070872191825
DKASC,Ausgrid,MLP,42,ID_143,2000,122,0.595383399568275,0.298453232981448,0.0932025358101417,0.813933487960891,0.56160200167109,-0.0601518473877696
DKASC,Ausgrid,MLP,42,ID_144,2000,273,0.323756366567352,0.201513822510473,0.136664305952309,0.424058232962741,0.322367227432409,-0.00430918225157861
DKASC,Ausgrid,MLP,42,ID_145,2000,248,0.448605673921149,0.309335940087388,0.116520957151546,0.71466477841102,0.399318180244111,-0.123429125232684
DKASC,Ausgrid,MLP,42,ID_146,2000,126,0.275765183420801,0.12457832253485,0.105819335791314,0.401389275631866,0.284974330718108,0.0323157081344845
DKASC,Ausgrid,MLP,42,ID_147,2000,214,0.591037843892282,0.396491020339792,0.0832447678635383,0.826629377663017,0.523063652008061,-0.129953958037928
DKASC,Ausgrid,MLP,42,ID_148,2000,385,0.576411871975873,0.367775512186888,0.13034387563678,0.720866931981355,0.554321498520646,-0.0398511937822743
DKASC,Ausgrid,MLP,42,ID_149,2000,386,0.706876578742989,0.438868580176162,0.144607588602592,0.874809394061748,0.768503870726647,0.0801912577556539
DKASC,Ausgrid,MLP,42,ID_15,2000,446,0.197339684828426,0.115685772164676,0.135164164159125,0.236250568993424,0.206062675982582,0.0423317377228152
DKASC,Ausgrid,MLP,42,ID_150,2000,470,0.17371567303032,0.104487221214869,0.108980975536408,0.193962864362692,0.18063645691764,0.0383133283580496
DKASC,Ausgrid,MLP,42,ID_151,2000,145,0.374980264799451,0.221919300478126,0.115378543015216,0.552862026767132,0.36231296801423,-0.0349623058060771
DKASC,Ausgrid,MLP,42,ID_152,2000,256,0.881353322314262,0.490314614488421,0.121278921853247,1.14562579744989,0.880415489552728,-0.00106521610837529
DKASC,Ausgrid,MLP,42,ID_153,2000,492,0.291033455860375,0.187702170454133,0.131689344270056,0.316234222432447,0.298074069180409,0.0236203482556999
DKASC,Ausgrid,MLP,42,ID_154,2000,329,0.389020200123262,0.242893531779057,0.121602632087682,0.485558193554059,0.371335135580761,-0.0476256159138881
DKASC,Ausgrid,MLP,42,ID_155,2000,421,0.252302919555845,0.153188296709438,0.151624347566248,0.257879356325566,0.250691493435425,-0.00642792500989087
DKASC,Ausgrid,MLP,42,ID_156,2000,417,0.777523404324537,0.431888332349122,0.14136789169537,0.935478801458196,0.849474239738379,0.0847004323945136
DKASC,Ausgrid,MLP,42,ID_157,2000,204,0.591920005682938,0.391123570291925,0.132955971904094,0.764393245895713,0.548939059366504,-0.0782982110364592
DKASC,Ausgrid,MLP,42,ID_158,2000,237,0.499051159083085,0.32287939803823,0.152801945538424,0.767558408052227,0.463424058512138,-0.0768779693599231
DKASC,Ausgrid,MLP,42,ID_159,2000,270,0.742981073589299,0.420103591523403,0.108019066195758,0.964945140885577,0.73437912032771,-0.0117132323393816
DKASC,Ausgrid,MLP,42,ID_16,2000,195,0.514542928114241,0.292953936656949,0.121842984151531,0.768454989097937,0.469689781030758,-0.0954952585620465
DKASC,Ausgrid,MLP,42,ID_160,2000,254,0.55482466248072,0.351844143151065,0.111814726808509,0.727056276364138,0.513726986827382,-0.0799990592418436
DKASC,Ausgrid,MLP,42,ID_161,2000,420,0.675566963155641,0.403576725896165,0.127292540112586,0.841200239977624,0.699958397521781,0.0348469772667889
DKASC,Ausgrid,MLP,42,ID_162,2000,626,0.38039054588055,0.232572178134044,0.11474862393941,0.397150320783119,0.388938745652276,0.0219782674451484
DKASC,Ausgrid,MLP,42,ID_163,2000,500,0.229157782975543,0.145620262037308,0.105408362631962,0.264011691320903,0.231770789453187,0.0112740974986943
DKASC,Ausgrid,MLP,42,ID_164,2000,172,0.30496919183245,0.170720029418311,0.101318668703887,0.597825501742101,0.289057397649843,-0.0550471785603031
DKASC,Ausgrid,MLP,42,ID_165,2000,445,0.452958689586857,0.257573310551783,0.167379358938887,0.567003002928314,0.480690462434078,0.0576915395965952
DKASC,Ausgrid,MLP,42,ID_166,2000,256,0.587128832502471,0.390565233038296,0.126919334565821,0.809202427158987,0.555275692783455,-0.0573645490573249
DKASC,Ausgrid,MLP,42,ID_167,2000,516,0.487807962089369,0.291176559847641,0.127659651028928,0.493881754839229,0.515229106054742,0.053221263401333
DKASC,Ausgrid,MLP,42,ID_168,2000,325,0.260014411521468,0.170481899435142,0.0672556582863656,0.363665400254784,0.230779012527041,-0.126681359254892
DKASC,Ausgrid,MLP,42,ID_169,2000,397,0.346310580280048,0.179056085273981,0.143578187715386,0.320117587578263,0.346633100240197,0.000930436129512824
DKASC,Ausgrid,MLP,42,ID_17,2000,251,0.552159105169677,0.352041408666371,0.0967684993979177,0.766329933358094,0.517629662543294,-0.0667068468540375
DKASC,Ausgrid,MLP,42,ID_170,2000,155,0.368879261502317,0.231607820745634,0.141441432452829,0.687797381917061,0.363843549675818,-0.0138403218388399
DKASC,Ausgrid,MLP,42,ID_171,2000,507,0.295210430950952,0.156627078886106,0.0996396732368188,0.312220909170659,0.304376738323541,0.030115006235615
DKASC,Ausgrid,MLP,42,ID_172,2000,213,0.343847716512903,0.211770440164282,0.104222490722168,0.633811207181199,0.345140041628984,0.00374435000349926
DKASC,Ausgrid,MLP,42,ID_173,2000,292,0.357891105005713,0.229957442135334,0.107153028204411,0.464316136800041,0.343634069248852,-0.0414890054063177
DKASC,Ausgrid,MLP,42,ID_174,2000,250,0.27322042219469,0.159865756323705,0.115429962839113,0.368453427946679,0.277486952748801,0.0153756077964973
DKASC,Ausgrid,MLP,42,ID_175,2000,347,0.975131375010878,0.593342350809921,0.144440367623697,1.3730787222971,0.995275726750398,0.0202399708925811
DKASC,Ausgrid,MLP,42,ID_176,2000,638,0.311990017417914,0.181504578335016,0.082908592930633,0.328022762765143,0.29679763235207,-0.0511876895561696
DKASC,Ausgrid,MLP,42,ID_177,2000,347,0.396679887471569,0.21057368419582,0.10103919396921,0.470083627406453,0.376573709307524,-0.0533924107474699
DKASC,Ausgrid,MLP,42,ID_178,2000,419,0.299055320941498,0.189229028145109,0.0995987895366599,0.383533179783665,0.317924177432861,0.0593501779063258
DKASC,Ausgrid,MLP,42,ID_179,2000,346,0.383337934783079,0.218093208137044,0.111890811894735,0.464763132253948,0.373007928040283,-0.0276937994242337
DKASC,Ausgrid,MLP,42,ID_18,2000,294,0.377500972326609,0.223045717974666,0.142679324252442,0.52533313431786,0.382084667407045,0.0119965428383774
DKASC,Ausgrid,MLP,42,ID_180,2000,337,0.31187777188062,0.208765611599328,0.084401012088715,0.46868630562131,0.288499504115037,-0.0810339963574442
DKASC,Ausgrid,MLP,42,ID_181,2000,271,0.487949304214793,0.334596403735726,0.118262072900228,0.610658074614802,0.430938861274059,-0.132293575873349
DKASC,Ausgrid,MLP,42,ID_182,2000,98,0.219484862929721,0.146380917295058,0.113958911234891,0.36405716854775,0.193924330740999,-0.131806731476412
DKASC,Ausgrid,MLP,42,ID_183,2000,338,0.291704405708912,0.194980736617286,0.131280117454152,0.285978102956704,0.279432223642454,-0.0439182779512253
DKASC,Ausgrid,MLP,42,ID_184,2000,618,0.417559011155516,0.227999384732522,0.136190154348863,0.413023402601636,0.436256309490069,0.0428585167201535
DKASC,Ausgrid,MLP,42,ID_185,2000,216,0.580212579973716,0.406047031832807,0.114509240824538,0.8849285714175,0.496121400949612,-0.169497181260772
DKASC,Ausgrid,MLP,42,ID_186,2000,316,0.19413361489428,0.119849919169348,0.111757949119765,0.250125640887426,0.190139432793032,-0.0210065952263347
DKASC,Ausgrid,MLP,42,ID_187,2000,259,0.388457566968924,0.168410211659937,0.225553682108005,0.436146783752798,0.434598716645281,0.106169548848478
DKASC,Ausgrid,MLP,42,ID_188,2000,295,0.942651373840564,0.448141030242458,0.123740006571845,1.16997367291834,0.963872615150908,0.0220166451217431
DKASC,Ausgrid,MLP,42,ID_189,2000,601,0.759736566838811,0.470452862979265,0.175702263556103,0.756674798281243,0.825917049218696,0.0801296963690125
DKASC,Ausgrid,MLP,42,ID_19,2000,308,0.242575562137297,0.135614608916079,0.0990104315984129,0.264745934525325,0.239244900163843,-0.0139215589179669
DKASC,Ausgrid,MLP,42,ID_190,2000,284,0.509792891194837,0.32925109222236,0.14168784996342,0.698071874334693,0.50292532152461,-0.0136552473623865
DKASC,Ausgrid,MLP,42,ID_191,2000,364,0.898720128749591,0.606171343617797,0.161176487503332,1.06461667783187,0.914053728906292,0.0167753816562278
DKASC,Ausgrid,MLP,42,ID_192,2000,326,0.463013014414795,0.298552359051354,0.109485740619435,0.529439656954885,0.418293200014172,-0.106910211304196
DKASC,Ausgrid,MLP,42,ID_193,2000,257,0.452860579134651,0.280050602425014,0.115551595935461,0.625856033313161,0.418931011016381,-0.0809908248041911
DKASC,Ausgrid,MLP,42,ID_194,2000,609,0.492263260123674,0.303105127346459,0.109611053415622,0.461806253337202,0.481861409625522,-0.0215868095895779
DKASC,Ausgrid,MLP,42,ID_195,2000,245,0.392988921319756,0.260594217636532,0.110291008547468,0.587426399761464,0.382136584598999,-0.0283991042944651
DKASC,Ausgrid,MLP,42,ID_196,2000,179,0.333429487654437,0.211095699414941,0.121511318960113,0.470232611412276,0.333494482596175,0.000194890605782261
DKASC,Ausgrid,MLP,42,ID_197,2000,311,0.442819262911783,0.262455540626809,0.0861516098082226,0.537984330238526,0.403400155183829,-0.097717135755665
DKASC,Ausgrid,MLP,42,ID_198,2000,404,0.943689605807903,0.520005666369837,0.178054636197486,1.12221405911194,0.993993976009714,0.0506083250159651
DKASC,Ausgrid,MLP,42,ID_199,2000,215,0.39772775560472,0.252360355146257,0.0971964210320553,0.564136885800099,0.350370369619451,-0.135163786928401
DKASC,Ausgrid,MLP,42,ID_2,2000,232,0.410561570168707,0.241697734663982,0.106812487959227,0.556468579253829,0.397421335213684,-0.0330637381306105
DKASC,Ausgrid,MLP,42,ID_20,2000,226,0.609472771325228,0.364365647483838,0.101986745054111,0.878876420463253,0.536302533290883,-0.136434630627894
DKASC,Ausgrid,MLP,42,ID_200,2000,312,0.502125288970018,0.280320149846423,0.0889191064200832,0.544060806439023,0.467414604208851,-0.0742610189082957
DKASC,Ausgrid,MLP,42,ID_201,2000,288,0.557039664921925,0.353803558561909,0.0880695148964194,0.796498614780337,0.509383459580536,-0.0935566407684956
DKASC,Ausgrid,MLP,42,ID_202,2000,476,0.272123120408029,0.164379958896086,0.106733782189839,0.32416045119118,0.268383017129936,-0.013935692794905
DKASC,Ausgrid,MLP,42,ID_203,2000,328,0.523579319700758,0.301009119270084,0.112761632507161,0.739707025593445,0.52691786334199,0.0063359849295247
DKASC,Ausgrid,MLP,42,ID_204,2000,249,0.370083121111439,0.23351137376131,0.0835647308686244,0.572017037591084,0.336438413459284,-0.100002574932564
DKASC,Ausgrid,MLP,42,ID_205,2000,268,0.432449412921029,0.2121937874356,0.0980166353915572,0.697564960919537,0.441594513582587,0.0207092714702586
DKASC,Ausgrid,MLP,42,ID_206,2000,334,0.469656372642882,0.317381413442123,0.113560150743243,0.628006166856253,0.441599457869384,-0.0635347581921102
DKASC,Ausgrid,MLP,42,ID_207,2000,365,0.540453814566049,0.310536663171563,0.0771305575738386,0.62602495739638,0.529455291358549,-0.0207732803638216
DKASC,Ausgrid,MLP,42,ID_208,2000,405,0.392117721514366,0.247824973942878,0.145920009750584,0.452911159584589,0.393293511274701,0.00298959867536075
DKASC,Ausgrid,MLP,42,ID_209,2000,273,0.478046046348391,0.280729447248638,0.132087205875562,0.672161907277788,0.482791500716102,0.00982920030835677
DKASC,Ausgrid,MLP,42,ID_21,2000,257,0.68106024875707,0.447265920360418,0.107032773837316,0.894722582369902,0.632735584016991,-0.0763741853007309
DKASC,Ausgrid,MLP,42,ID_210,2000,478,0.622176400572834,0.341646500101598,0.106449197437884,0.691092402793988,0.630092203639229,0.0125629281249245
DKASC,Ausgrid,MLP,42,ID_211,2000,63,0.206300498992269,0.133353057692891,0.0782389620080317,0.459882480718865,0.158881537764044,-0.298454822980418
DKASC,Ausgrid,MLP,42,ID_212,2000,422,0.788562328431675,0.511068669300751,0.152881413260579,1.01180638266922,0.772034798845645,-0.0214077520997
DKASC,Ausgrid,MLP,42,ID_213,2000,92,0.378873458839356,0.198449801871353,0.101799539820151,0.868797297131824,0.364954828952223,-0.0381379523791832
DKASC,Ausgrid,MLP,42,ID_214,2000,223,0.421508241476533,0.226567273148322,0.11016943131423,0.652152016426315,0.41435452441107,-0.0172647253595957
DKASC,Ausgrid,MLP,42,ID_215,2000,326,0.477066144000094,0.280516879253775,0.113210343094897,0.697953509951879,0.488722882373184,0.0238514274520684
DKASC,Ausgrid,MLP,42,ID_216,2000,249,0.294867593015596,0.18153215303851,0.12184610897499,0.435170279496463,0.296443428627029,0.00531580551045197
DKASC,Ausgrid,MLP,42,ID_217,2000,446,0.461804813196992,0.274914698914248,0.106647451010903,0.554764582871281,0.438970840021684,-0.0520170614844946
DKASC,Ausgrid,MLP,42,ID_218,2000,521,0.465956821371284,0.242474075000943,0.0889909885293554,0.610925146732952,0.450990962372677,-0.0331843878198153
DKASC,Ausgrid,MLP,42,ID_219,2000,547,0.281055027950404,0.155701574001751,0.133201441670043,0.294284118905782,0.296090451242434,0.0507798317336468
DKASC,Ausgrid,MLP,42,ID_22,2000,338,0.629216555616877,0.359351219155221,0.111801098067991,0.947387300876431,0.638790736952497,0.0149879777238098
DKASC,Ausgrid,MLP,42,ID_220,2000,500,0.778093807908662,0.478739244921014,0.156495130491805,0.891472132955452,0.796153153061025,0.0226832552040136
DKASC,Ausgrid,MLP,42,ID_221,2000,195,0.516335555500047,0.306299664308253,0.0831399292632677,0.687757193073859,0.454624165044745,-0.135741553573661
DKASC,Ausgrid,MLP,42,ID_222,2000,246,0.344975025845544,0.231117710148059,0.116622840110754,0.476326764438619,0.316213535767173,-0.0909559105640207
