Dataset,Features,Model,Seed,Site_ID,N_test,N_rare,RMSE_kW,MAE_kW,nRMSE,MAPE_pct,RareRMSE_kW,SkillScore
HKUST,common,GBM,42,SQ Apartment13-24,2000,122,0.22702787537513053,0.09162764814932323,0.05226240225026025,25.818731183731288,0.5217033130346339,0.0868650728590381
HKUST,common,GBM,42,SQ Apartment25-36,2000,133,0.2599807408147432,0.10230098587810775,0.05982069507932426,31.174786735165334,0.6079918752229638,0.06878353019212835
HKUST,common,GBM,42,SQ Apartment37-48,2000,127,0.1581320559288748,0.06090616486767352,0.05182958240867741,27.05490600530168,0.339114344135583,0.061305557607576056
HKUST,common,GBM,42,SQ Block P,2000,104,0.4276822386761147,0.16563779440389165,0.05597202443084867,29.77843917187099,1.1494706497888931,0.010958366540324005
HKUST,common,GBM,42,SQ Block R,2000,102,0.4136677388321969,0.15817847783105193,0.05228358680892277,26.84333275750128,1.0730519360823811,0.09051353050118449
HKUST,common,GBM,42,SQ Block S,2000,113,0.3757718333850485,0.1436973078826739,0.0550124817107922,30.22723121514173,0.9579571309779853,0.04704326613478904
HKUST,common,GBM,42,SQ1,2000,117,0.39673360392134366,0.14844842387057036,0.05757622782426786,29.3525950620716,0.9233405291757506,0.06198818157420949
HKUST,common,GBM,42,SQ2,2000,115,0.35742828316780717,0.14613308626540722,0.0521336469031224,29.140568286084196,0.8097744010720429,0.06859771699706663
HKUST,common,GBM,42,SQ3,2000,110,0.42813180260298916,0.17755084418817713,0.05944021261424335,28.92432647750659,0.9522885583287646,0.05396429128839142
HKUST,common,GBM,42,SQ4,2000,107,0.41352469759074517,0.16602071891725342,0.0553654702892951,25.3204313957464,0.9420009235038745,0.0915997799445919
HKUST,common,GBM,42,SQ567,2000,125,0.5192559284281913,0.2039763233828805,0.052750264096572894,25.834985757956737,0.9825672116407252,0.06569470560220514
HKUST,common,GBM,42,Shaw Auditorium,2000,107,0.9235072749198631,0.3731405321895596,0.05592661679758678,28.623151338946233,2.249597838379186,0.09648697966030739
HKUST,common,GBM,42,UG Hall2 2F,2000,108,0.16683134583866807,0.06760231504929541,0.04102769976678319,32.148824424099246,0.4475704351847445,0.0563573373692956
HKUST,common,GBM,42,UG Hall2 RF,2000,141,0.09194468126461616,0.03410023861690204,0.04411932882179278,26.337432012422724,0.22393455197120904,0.04747777800023267
HKUST,common,GBM,42,UG Hall3,2000,121,0.3396480321969671,0.1279501573609482,0.061497018322825836,27.238122550187704,0.8669043066433519,0.06005901789715873
HKUST,common,GBM,42,UG Hall4,2000,109,0.3793880624703611,0.15123653943029716,0.05920537803844586,26.074782399367162,0.9728539376206057,0.04808222447943622
HKUST,common,GBM,42,UG Hall6,2000,110,0.306292045304389,0.12045076261661135,0.050033944135379246,25.078677357773348,0.643187733498848,0.06712647904153879
HKUST,common,GBM,42,UG Hall7,2000,97,0.23141213637350544,0.09445111022565474,0.0373160216456253,24.326076502872525,0.547164274568567,0.106042373869078
HKUST,common,GBM,42,UG Hall8,2000,131,0.3067676672576898,0.1212805373673844,0.05829109423377797,27.318243438124707,0.6461077055887715,0.09424240347563317
HKUST,common,GBM,42,UG Hall9,2000,127,0.32014404917664324,0.1279019569179407,0.05610420332419301,25.622611641089065,0.7403990247125528,0.07542159862389985
HKUST,common,GBM,42,Wong Check She Research Centre,2000,121,1.330800872145188,0.5327147806056817,0.05576548308872135,29.027771012200198,3.0232749521823803,0.059237416316610725
HKUST,common,GBM,42,Zone A1,2000,121,0.3653098092603859,0.14854092446876427,0.04887077942457452,29.136637719195658,0.7589134560341411,0.04065487962605285
HKUST,common,GBM,42,Zone A2,2000,101,2.4847619744709104,1.0187326083387156,0.05421492055653422,28.593003482080913,4.858481160302262,0.0860789873138692
HKUST,common,GBM,42,Zone A4,2000,113,0.6620201286723356,0.25444701181910284,0.05226337164856206,27.51793297165638,1.3174615584183988,0.062258881498524876
HKUST,common,GBM,42,Zone A5,2000,107,0.23127153936943473,0.09257472965365522,0.057210099052549125,27.6258176210614,0.5300275104836032,0.06520087145626796
HKUST,common,GBM,42,Zone A6,2000,117,0.7442322288844179,0.29950230364729935,0.058664662565448424,27.113575186031223,1.7571981910123236,0.06654408588760397
HKUST,common,GBM,42,Zone A7,2000,113,0.13648051084556245,0.05298609614128037,0.051443841253510154,24.82324256971651,0.3097925651351135,0.0702694557872433
HKUST,common,GBM,42,Zone D,2000,120,1.059978009645049,0.40058131345249726,0.058196486926110305,30.81007477875506,2.198066037773288,0.04589787703153825
HKUST,common,GBM,42,Zone J1,2000,127,0.32708387718536525,0.12642413853286774,0.061450282596062444,34.051592269694034,0.7470599641932772,0.040908010732011335
HKUST,common,GBM,42,Zone J2,2000,123,0.39765990638820525,0.16290943999748236,0.03604705230007418,36.16638039471244,0.9437111099567985,0.04230168586931826
HKUST,common,GBM,42,Zone L2,2000,122,0.11190858263204188,0.0482521179264686,0.056462453396590256,29.226674611765752,0.23203047349452113,0.0736074797445706
HKUST,common,GBM,7,Indoor Sports Centre,2000,120,0.4833002184941936,0.19354664827928977,0.056368115056472316,28.336450795003397,1.0294241473124872,0.048329693158557174
HKUST,common,GBM,7,LSK North,2000,109,0.7522119951714592,0.29593555325835985,0.05618839283526943,30.457323778142936,1.7545836557368188,0.09072215646555981
HKUST,common,GBM,7,LSK South,2000,97,0.29543635702920024,0.10381672526625005,0.05047398654919326,24.7887708588309,0.7994255149922123,0.09038040721530938
HKUST,common,GBM,7,Library,2000,137,1.747160308813141,0.6699839790140534,0.05241376098917445,46.40547606045642,3.968644980676709,0.05711414723896546
HKUST,common,GBM,7,S H Ho Sports Hall,2000,97,0.41924564974042555,0.1610684999511736,0.04412847331690897,36.113567510696384,1.1263415082898842,-0.0016637736953073468
HKUST,common,GBM,7,SQ Apartment1-12,2000,127,0.24159275822858584,0.09691351875729334,0.055385776760336035,27.387904547266253,0.441221492001603,0.0545254522162798
HKUST,common,GBM,7,SQ Apartment13-24,2000,122,0.23736278487567994,0.09474631481246396,0.05464152506346223,26.460624273901978,0.5488383088107386,0.045296755231966634
HKUST,common,GBM,7,SQ Apartment25-36,2000,133,0.26698380872029615,0.103477910869556,0.06143207747820896,30.881611331598695,0.6246484073839829,0.04369947145609754
HKUST,common,GBM,7,SQ Apartment37-48,2000,127,0.1557106438411412,0.05969141193327929,0.05103593701774539,27.081425775526714,0.3260482802711266,0.07567940518797889
HKUST,common,GBM,7,SQ Block P,2000,104,0.42165114119826413,0.16468306460423776,0.0551827170786892,29.905995448635792,1.1536621209611575,0.024905652542923762
HKUST,common,GBM,7,SQ Block R,2000,102,0.41974685895616326,0.1588050322599671,0.053051928583943794,27.069643824341245,1.1387459946731942,0.07714802727191727
HKUST,common,GBM,7,SQ Block S,2000,113,0.38000109079338035,0.1483135518903849,0.0556316392025345,31.381625755043995,0.9913881305964688,0.036317876500836954
HKUST,common,GBM,7,SQ1,2000,117,0.3865642985398446,0.14544398235787187,0.05610040062517879,29.03163451973011,0.8947271169086263,0.08603184346406112
HKUST,common,GBM,7,SQ2,2000,115,0.36836969395319974,0.1468151210416719,0.05372953529072341,29.369951697674068,0.8345007204035376,0.040086109313230645
HKUST,common,GBM,7,SQ3,2000,110,0.4253246829053599,0.17797560844452515,0.05905048265107254,29.058175634670885,0.9048079822501804,0.06016713689911002
HKUST,common,GBM,7,SQ4,2000,107,0.42094297614160203,0.16683997377057594,0.056358679360235905,25.47627993973019,0.9399917903313225,0.07530385878851165
HKUST,common,GBM,7,SQ567,2000,125,0.5154263243467972,0.2038771432837823,0.05236122159244521,25.86993698648098,1.0013278743712022,0.07258537198231707
HKUST,common,GBM,7,Shaw Auditorium,2000,107,0.9156987110125976,0.3764557172571615,0.05545373848548144,29.43737417807606,2.2007183966350863,0.10412648543570169
HKUST,common,GBM,7,UG Hall2 2F,2000,108,0.16797432388015068,0.06761940231986319,0.041308784593439944,32.252117771484016,0.4582194658667494,0.049892348209308324
HKUST,common,GBM,7,UG Hall2 RF,2000,141,0.0910150567723472,0.03400104405909161,0.04367325181014741,27.16041401958599,0.22042711094434078,0.05710843824966039
HKUST,common,GBM,7,UG Hall3,2000,121,0.33463295054272096,0.12826791711752375,0.06058898253534692,27.410391086784337,0.8262763949583495,0.07393774036443457
HKUST,common,GBM,7,UG Hall4,2000,109,0.3747094576411922,0.15132683536118446,0.05847525868308241,26.248321011826466,0.9618898082681416,0.05982125251453729
HKUST,common,GBM,7,UG Hall6,2000,110,0.3049759711203806,0.12146885859890506,0.04981895852537017,25.288828557174476,0.6579163808343524,0.07113484549016258
HKUST,common,GBM,7,UG Hall7,2000,97,0.23362194965449043,0.09649497498195833,0.037672361816535486,25.103049499491583,0.5788119941978549,0.0975057453852829
HKUST,common,GBM,7,UG Hall8,2000,131,0.3023984122414395,0.12089302632515367,0.057460861184250915,27.54261006957827,0.6008290546570751,0.10714300006554878
HKUST,common,GBM,7,UG Hall9,2000,127,0.31161063969799563,0.12446709354519704,0.05460875106865388,24.967525106044715,0.6578310564678796,0.10006614883292897
HKUST,common,GBM,7,Wong Check She Research Centre,2000,121,1.3066603000783765,0.5262384612096334,0.054753903752157045,28.546900703618288,2.9446503499684837,0.07630273947991784
HKUST,common,GBM,7,Zone A1,2000,121,0.36147571073675916,0.1490319843788968,0.0483578575744342,29.436631473158386,0.7098523214176883,0.05072365855405725
HKUST,common,GBM,7,Zone A2,2000,101,2.546131781086258,1.0373175560686128,0.05555394587340764,29.85395937279375,5.3102080090390436,0.06350654118562671
HKUST,common,GBM,7,Zone A4,2000,113,0.6338628469621578,0.2490506954025954,0.05004048685262159,27.61526399718699,1.2039947268124755,0.10214322896967554
HKUST,common,GBM,7,Zone A5,2000,107,0.23228368361948953,0.09168094662395448,0.05746047518166117,27.26280982458313,0.5464222269975623,0.06110978629511288
HKUST,common,GBM,7,Zone A6,2000,117,0.7412652369877973,0.2956091295171618,0.058430787208141516,27.022905201153897,1.739574278643301,0.07026544600281348
HKUST,common,GBM,7,Zone A7,2000,113,0.13532357145092855,0.05298991949226876,0.05100775403352,25.085321803176637,0.3026158676189607,0.07815074144722534
HKUST,common,GBM,7,Zone D,2000,120,1.0170128840857975,0.39614270300181553,0.05583755179242299,32.34803233627551,2.0845328607106244,0.08457143170595616
HKUST,common,GBM,7,Zone J1,2000,127,0.32956875285440895,0.12680798010043337,0.06191712404784172,34.23040359910141,0.7536673692809317,0.033621731845338676
HKUST,common,GBM,7,Zone J2,2000,123,0.4054721969740206,0.16669752539841598,0.03675522036732547,37.07221526311657,0.9397077480283711,0.02348707216715029
HKUST,common,GBM,7,Zone L2,2000,122,0.11039363550156446,0.04735693015287774,0.055698100656692465,29.202691225563388,0.2332526992128793,0.08614839177516287
HKUST,common,GBM,123,Indoor Sports Centre,2000,120,0.4768365347726206,0.18836216101950976,0.05561424478337073,27.614410270174833,0.9932981939230516,0.061057384219407096
HKUST,common,GBM,123,LSK North,2000,109,0.772718416231818,0.29977721870331375,0.057720172239986635,30.31479402407797,1.803890440789792,0.0659338860842531
HKUST,common,GBM,123,LSK South,2000,97,0.299878301917334,0.10481463647695992,0.051232873061301726,25.07609060519872,0.8505091353793749,0.07670409418144364
HKUST,common,GBM,123,Library,2000,137,1.7904030701787317,0.681831445647932,0.05371101788500425,44.906706620527,3.893284783573959,0.033777428953718824
HKUST,common,GBM,123,S H Ho Sports Hall,2000,97,0.4302018013767048,0.1620964916257299,0.04528168324392169,35.894148624977475,1.2094151031148037,-0.027840265210408832
HKUST,common,GBM,123,SQ Apartment1-12,2000,127,0.2368953416398336,0.09655627807358351,0.054308881623070515,26.827246486006022,0.4074245964649944,0.07290881708850039
HKUST,common,GBM,123,SQ Apartment13-24,2000,122,0.23353996131738466,0.09466040416849,0.05376150122407565,26.4262700547955,0.5358318820829726,0.0606726367425906
HKUST,common,GBM,123,SQ Apartment25-36,2000,133,0.2608227819996408,0.10207291847212295,0.06001444592720681,29.68382220445728,0.5997408504470221,0.06576745055032152
HKUST,common,GBM,123,SQ Apartment37-48,2000,127,0.16203768207953861,0.06272903491518134,0.053109695863500034,27.11342841464372,0.3393905718531078,0.038121203618403765
HKUST,common,GBM,123,SQ Block P,2000,104,0.4146501662319204,0.1620904217971947,0.05426647902524805,29.310848473283247,1.119246257598514,0.041095840234507186
HKUST,common,GBM,123,SQ Block R,2000,102,0.4131139552329448,0.15719589235484277,0.05221359393742984,26.162289489858466,1.0785170760443288,0.09173107454262208
HKUST,common,GBM,123,SQ Block S,2000,113,0.380974746530896,0.1469583244292257,0.055774181068885084,31.020322949390923,1.0146016511820688,0.033848687197387206
HKUST,common,GBM,123,SQ1,2000,117,0.3900057239994501,0.1446650651960817,0.05659983978118679,28.58596116096306,0.9151395152511015,0.07789515496216814
HKUST,common,GBM,123,SQ2,2000,115,0.3567264466247488,0.1424069842493103,0.0520312786792224,28.104291865998242,0.8059517126032777,0.07042659341587143
HKUST,common,GBM,123,SQ3,2000,110,0.4183954093292006,0.17497008653897617,0.05808844831462521,28.90147068111366,0.9289929693479451,0.07547863723293913
HKUST,common,GBM,123,SQ4,2000,107,0.4212676022587318,0.16490517737113264,0.056402142490123416,24.938878191094666,0.967809759491301,0.07459074434104462
HKUST,common,GBM,123,SQ567,2000,125,0.5183940469905297,0.20384383419205496,0.05266270713098522,25.710638312784962,1.0052866796882665,0.06724550232163407
HKUST,common,GBM,123,Shaw Auditorium,2000,107,0.9255087404551221,0.3789738106620567,0.056047823418329125,28.751774152745995,2.24514189538721,0.09452884655190863
HKUST,common,GBM,123,UG Hall2 2F,2000,108,0.16467665462611503,0.06671582676482903,0.04049781119150166,31.972606917707054,0.4316729019137723,0.06854484651357096
HKUST,common,GBM,123,UG Hall2 RF,2000,141,0.09253155101725034,0.034542179576267824,0.04440093618869977,26.615772412564098,0.22306965440810395,0.04139796486569425
HKUST,common,GBM,123,UG Hall3,2000,121,0.3353211905998169,0.12862789337714428,0.06071359598041226,27.07147732601234,0.820709743941784,0.07203310682068964
HKUST,common,GBM,123,UG Hall4,2000,109,0.3824038348586917,0.15310106653797775,0.0596760041914313,25.99567644880257,1.001963647530319,0.04051538823086476
HKUST,common,GBM,123,UG Hall6,2000,110,0.3077340364735508,0.12097629662383252,0.05026949875296603,24.886320149575255,0.6462904074552218,0.0627346072975955
HKUST,common,GBM,123,UG Hall7,2000,97,0.2362089240943422,0.09640593986072107,0.03808952055205823,24.30004322807865,0.5303016523846893,0.08751212290137578
HKUST,common,GBM,123,UG Hall8,2000,131,0.2970805435588584,0.11820185957808994,0.05645037534240761,27.075842039356,0.6194572557532605,0.12284445908704578
HKUST,common,GBM,123,UG Hall9,2000,127,0.31198568032703544,0.12551241842256192,0.05467447571904359,25.14390498834495,0.6727567981064791,0.09898302869953735
HKUST,common,GBM,123,Wong Check She Research Centre,2000,121,1.319759958622167,0.5259173043582079,0.055302827939300254,28.806347100326796,3.09420566923096,0.06704239942832069
HKUST,common,GBM,123,Zone A1,2000,121,0.35800081231473996,0.14596622874696857,0.04789298915316424,28.71689300947857,0.7369009057820632,0.0598491371490848
HKUST,common,GBM,123,Zone A2,2000,101,2.470948103501733,1.0180015101575763,0.053913516267162946,27.842110463269247,5.261355001522876,0.09115987114699964
HKUST,common,GBM,123,Zone A4,2000,113,0.6535782163258902,0.2555609534463157,0.051596922422506526,27.306054198075735,1.2371348925124004,0.07421671779864336
HKUST,common,GBM,123,Zone A5,2000,107,0.23357040863954714,0.09099930751446451,0.05777877490004243,27.00731767736844,0.5641157571274887,0.05590884617639014
HKUST,common,GBM,123,Zone A6,2000,117,0.7461413308415251,0.3008105562800865,0.05881514895634904,26.929467140640117,1.7535956933208114,0.06414958798313053
HKUST,common,GBM,123,Zone A7,2000,113,0.135438796293247,0.05397360934138931,0.05105118593789937,25.2603456424698,0.30065681263063426,0.07736580845795193
HKUST,common,GBM,123,Zone D,2000,120,1.06095384945785,0.4035693621897133,0.05825006393279432,31.27218556563267,2.142017295682007,0.04501950896295692
HKUST,common,GBM,123,Zone J1,2000,127,0.32371277919971847,0.12643375730355969,0.06081694375447957,33.966618645150035,0.7390914243706337,0.050792915793348103
HKUST,common,GBM,123,Zone J2,2000,123,0.4051329000337005,0.16429934074436453,0.03672446379781343,35.82815065118427,0.9378765122090399,0.024304212901014033
HKUST,common,GBM,123,Zone L2,2000,122,0.10802864722719677,0.046522114268313146,0.05450486742038182,27.96607386258375,0.23422066799657887,0.10572604521636308
HKUST,common+weather,GBM,42,Indoor Sports Centre,2000,120,0.4673103795102282,0.2078159784972891,0.054503193318197835,33.37753251329366,0.9374843412634511,0.0798154123656103
HKUST,common+weather,GBM,42,LSK North,2000,109,0.7624344178786056,0.3271604203758375,0.05695198276268928,39.07460280876941,1.8782545572921054,0.0783652377584435
HKUST,common+weather,GBM,42,LSK South,2000,97,0.2919452224913738,0.11276274638641837,0.04987754175317834,28.282746029457968,0.8421806986518163,0.10112926835273672
HKUST,common+weather,GBM,42,Library,2000,137,1.832360796754985,0.7954142480911099,0.05496972450815938,63.363461128856315,4.108690055139411,0.011134202340106425
HKUST,common+weather,GBM,42,S H Ho Sports Hall,2000,97,0.4553875277309263,0.1947595571572877,0.047932653275637845,55.09272231675576,1.2914855535925416,-0.08801412680884524
HKUST,common+weather,GBM,42,SQ Apartment1-12,2000,127,0.24077052287510858,0.10720756765080444,0.05519727713780573,33.620512607428985,0.48256332120529205,0.057743274657237054
HKUST,common+weather,GBM,42,SQ Apartment13-24,2000,122,0.2344434831431985,0.10214720046077454,0.053969494277900196,32.04091794487416,0.5665818885823843,0.05703855729211993
HKUST,common+weather,GBM,42,SQ Apartment25-36,2000,133,0.2576867665466065,0.11343510558925732,0.059292859306628275,36.61749508507067,0.5944096192000186,0.0770002412189138
HKUST,common+weather,GBM,42,SQ Apartment37-48,2000,127,0.16508907919001922,0.07506445057057959,0.05410982602098303,38.82853695430687,0.3561201967290657,0.020007675072181708
HKUST,common+weather,GBM,42,SQ Block P,2000,104,0.4363522229550577,0.1861174142589912,0.05710669061052973,36.44676119910569,1.1792823261623357,-0.009091508431943174
HKUST,common+weather,GBM,42,SQ Block R,2000,102,0.42840177721681166,0.1804993609288287,0.054145826240749706,34.99757394413219,1.2110046409119901,0.05811939556159906
HKUST,common+weather,GBM,42,SQ Block S,2000,113,0.37624331354555546,0.1635125151323188,0.055081505760501415,38.64342347691614,0.9815396298112385,0.04584759324522847
HKUST,common+weather,GBM,42,SQ1,2000,117,0.3678537722651469,0.15772670722092505,0.05338502306992254,33.815421441653555,0.8140357710528098,0.13026982734332004
HKUST,common+weather,GBM,42,SQ2,2000,115,0.35793490274375805,0.15769323261902862,0.0522075412403381,33.29860333763418,0.8071218478625306,0.06727754550567655
HKUST,common+weather,GBM,42,SQ3,2000,110,0.4289428453873597,0.19350953792094855,0.05955281475042929,35.159846311458715,1.0600283276833165,0.052172143565091034
HKUST,common+weather,GBM,42,SQ4,2000,107,0.4264360578939012,0.1857209927892881,0.05709413012369812,32.956132354627066,1.0654136450262282,0.06323706640188298
HKUST,common+weather,GBM,42,SQ567,2000,125,0.5045366096349332,0.22369490915653764,0.05125495530728983,32.70936743642368,0.9813671962868046,0.0921794055845413
HKUST,common+weather,GBM,42,Shaw Auditorium,2000,107,0.9535829944451976,0.41165851246287277,0.05774797033370379,33.33804152850334,2.420484791328719,0.06706240995176616
HKUST,common+weather,GBM,42,UG Hall2 2F,2000,108,0.19183402738454072,0.08829778257220633,0.04717643942162324,49.21437599063553,0.490839775226763,-0.08506450915630093
HKUST,common+weather,GBM,42,UG Hall2 RF,2000,141,0.10322796019961165,0.04531387842577517,0.049533570153364515,42.14648388972746,0.25343400121942383,-0.06941396358592411
HKUST,common+weather,GBM,42,UG Hall3,2000,121,0.33210089089889755,0.1408274728552647,0.060130525239706245,34.48984340290397,0.8406600663680381,0.08094495490050513
HKUST,common+weather,GBM,42,UG Hall4,2000,109,0.36761132318376294,0.15988572028340808,0.05736755979771581,31.344243399149107,0.9723528244023304,0.07763109165144944
HKUST,common+weather,GBM,42,UG Hall6,2000,110,0.3012743281549536,0.13633435713826583,0.049214281387388224,31.886593042283685,0.5766948727745159,0.08240893751908651
