Condition,Source,Target,Model,Seed,Site_ID,RMSE_kW,Skill_vs_naive,Skill_vs_smart
baseline_15min,-,Ausgrid,Persistence_naive,0,107,0.2704561480166424,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,108,0.47555250814184546,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,109,0.46167587547975686,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,11,0.40449558217612214,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,110,0.42966717817399086,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,111,0.4210902468592689,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,112,0.7980692025131655,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,113,0.33798400553872365,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,114,0.8112334608483553,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,115,0.22581600031884366,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,116,0.3263944944388615,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,117,0.24370892064099745,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,118,0.37553525799850007,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,119,0.4088563097226212,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,12,0.24712346307058744,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,120,0.39838097344125256,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,121,0.6591672155075675,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,122,0.3030173493382846,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,123,0.4028531345291979,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,124,0.6598231202375376,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,125,0.3597133052863071,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,126,0.3899137904716887,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,127,0.3910164421095359,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,128,0.25373385662934306,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,129,0.4389067577515752,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,13,0.43997255141656283,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,130,0.3720872585832522,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,131,0.4480573467760572,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,132,0.16667405916938605,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,133,0.5736387312586206,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,134,0.6653838245704504,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,135,0.28644092235572766,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,136,0.1913342572567704,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,137,0.44334282220421706,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,138,0.3971015663529924,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,139,0.5115384873105835,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,14,0.5800925512364384,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,140,0.2727576836681233,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,141,0.544889434656243,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,142,0.40523589673176785,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,143,0.6651075055958999,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,144,0.34132982875805035,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,145,0.40856726741137744,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,146,0.29263192238715174,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,147,0.5654454916258508,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,148,0.5557689465956154,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,149,0.83928997611076,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,15,0.18894554241897318,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,150,0.17953480442521444,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,151,0.35379065844083557,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,152,0.8466742809368902,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,153,0.3059718156954983,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,154,0.3387622824341576,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,155,0.24309655283446535,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,156,0.7730388217935759,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,157,0.5014306053682802,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,158,0.4457793871412181,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,159,0.7407456972537877,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,16,0.4426407730880652,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,160,0.527209186187039,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,161,0.6389087524834826,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,162,0.3697349293750862,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,163,0.24603900910221535,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,164,0.3032931914830928,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,165,0.5073479023313293,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,166,0.5763126252304387,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,167,0.49428630367429766,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,168,0.24050307274544333,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,169,0.34374619416075,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,17,0.5287291934440542,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,170,0.37575152162033887,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,171,0.2852107361233093,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,172,0.37586054328700164,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,173,0.3656562374690195,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,174,0.26649157960430947,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,175,0.9538271069748437,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,176,0.319743750525323,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,177,0.40852442032270236,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,178,0.352469871052832,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,179,0.3658497150470395,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,18,0.37175834086137194,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,180,0.29915675489615806,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,181,0.4217512703003987,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,182,0.19782470017669687,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,183,0.2730411763818783,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,184,0.42617575013132786,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,185,0.4847299805046104,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,186,0.2129097508335398,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,187,0.4012109420242674,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,188,0.8125915616101363,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,189,0.8321324666181461,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,19,0.24008831291839258,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,190,0.48993896762760153,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,191,0.9204581272388223,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,192,0.3946660411031078,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,193,0.43102630778178724,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,194,0.4534041706910072,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,195,0.3929653139909425,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,196,0.35882876696273946,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,197,0.38939280167974344,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,198,0.9875316643024669,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,199,0.36157467001990057,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,2,0.4025420027773499,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,20,0.4840680241453674,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,200,0.4712192440892031,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,201,0.4821964661836501,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,202,0.2590564108452057,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,203,0.4842669883442397,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,204,0.361294890636444,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,205,0.42588646139552266,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,206,0.412893504429411,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,207,0.42907031591570166,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,208,0.39787903689438076,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,209,0.5241386629509408,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,21,0.6309453383614146,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,210,0.6222085148886988,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,211,0.1504019680722297,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,212,0.7932489067121367,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,213,0.36423844937073846,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,214,0.4103111063571153,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,215,0.48605025871817,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,216,0.28938705568839806,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,217,0.4489696804907877,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,218,0.4594885678664922,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,219,0.3250204916616797,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,22,0.609651429917129,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,220,0.72652886659788,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,221,0.42993109913101196,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,222,0.3074275719580142,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,223,0.49127189416859585,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,224,0.6332646318878072,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,225,0.3616812132251273,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,226,0.6037185966988262,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,227,0.24878586374631495,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,228,0.5319335597609912,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,229,0.4615007302269412,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,23,0.37895381248906834,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,230,0.31062318329448624,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,231,0.8577240442006975,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,232,0.4634871217196871,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,233,0.24265748288482678,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,234,0.35439752820808446,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,235,0.40308195940776115,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,236,0.4109593191545849,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,237,0.4286255708657616,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,238,0.46225150729878645,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,239,0.2587638537354087,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,24,0.2993059337868195,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,240,0.21108392643685592,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,241,0.30509777121440923,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,242,0.676189418728214,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,243,0.3185659649115078,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,244,0.31648727936522186,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,245,0.20494749083606756,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,246,0.4347996596134822,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,247,0.25121825570606926,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,248,0.7659511537950707,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,249,0.4343554258899041,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,25,0.662878720430819,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,250,0.25690412608597785,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,251,0.77526013440651,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,252,0.29884089412260834,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,253,0.4957142160559852,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,254,0.7297083431070251,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,255,0.5722286588419003,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,256,0.7243806223250315,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,257,0.48562374736003183,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,258,0.30344659826730636,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,259,0.1768890612785313,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,26,0.4909681089439517,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,260,0.6942513089652766,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,261,0.26521312938842223,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,262,0.3461345172039333,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,263,0.2934684105657711,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,264,0.2897414537134788,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,265,0.2441823007508939,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,266,0.5690052512938698,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,267,0.9596328131113484,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,268,0.4572916159301415,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,269,0.3499008488129173,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,27,0.4641788125281032,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,270,0.4767878647784568,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,271,0.5235242611379152,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,272,0.44313409031578693,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,273,0.607824908999294,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,274,0.3839374688670018,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,275,0.49702704352982646,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,276,0.6026399140448631,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,277,0.25124457009057927,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,278,0.14746969858245457,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,279,0.5845162923306758,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,28,0.3415716381668712,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,280,0.461840719296166,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,281,0.4578494228455464,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,282,0.3299352906252982,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,283,0.21467819171960623,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,284,0.3616464682531823,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,285,0.44303598273729417,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,286,0.4261838546918454,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,287,0.5106815211068441,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,288,0.5446247350240346,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,289,0.687786160081751,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,29,0.35400666942869874,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,290,0.5529578917060503,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,291,0.2539331132404752,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,292,0.5655483409930578,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,293,0.9309754089126092,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,294,0.5737098778999713,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,295,0.33440993705331185,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,296,0.2664049586625594,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,297,0.3200075467860094,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,298,0.13213421964048525,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,299,0.6867577797156724,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,3,0.21917340167091443,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,30,0.3065707487677192,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,300,0.5807879716385318,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,31,0.30122917189409126,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,32,0.4534210471515411,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,33,0.6061954107381546,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,34,0.4656245762414179,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,35,0.60726498170074,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,36,0.2717389408973252,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,37,0.4796957077147971,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,38,0.45330438780139776,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,39,0.42617258475880404,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,4,0.36721526929037146,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,40,0.19661118991552848,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,41,0.2828124077900402,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,42,0.4320774236175734,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,43,0.3664502258151849,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,44,0.4183316770219535,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,45,0.303998453943437,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,46,0.4839244300508087,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,47,0.40531627157073274,0.0,
baseline_15min,-,Ausgrid,Persistence_naive,0,48,0.5819054545198903,0.0,
