Target,Site_ID,N_test,N_rare,RMSE_kW,MAE_kW,nRMSE,RareRMSE_kW
Ausgrid,ID_105,2000,200,0.28956025573889,0.165254999182444,0.0780677352595069,0.561550780583626
Ausgrid,ID_106,2000,257,0.545649915324604,0.231310998769788,0.0983057357004284,0.805253007712089
Ausgrid,ID_107,2000,250,0.255116816626863,0.163060994830997,0.0867154399167591,0.432809247532821
Ausgrid,ID_108,2000,474,0.461042722739529,0.226599993890931,0.129252964017327,0.584956748860599
Ausgrid,ID_109,2000,155,0.482310536692245,0.276467994643034,0.131706866324354,1.0968928834424
Ausgrid,ID_11,2000,239,0.437050427741621,0.249812003543448,0.131840645669542,0.784578787699639
Ausgrid,ID_110,2000,687,0.40632959593801,0.279681009683455,0.0971701424709042,0.437774949920948
Ausgrid,ID_111,2000,260,0.433877305616161,0.18692599918916,0.0978523464418251,0.729861293036372
Ausgrid,ID_112,2000,532,0.775155388708107,0.42669899068609,0.205910820807265,1.03806436621072
Ausgrid,ID_113,2000,260,0.349943702284187,0.210433998682826,0.115875398839184,0.629201738245663
Ausgrid,ID_114,2000,321,0.80461094222055,0.440717002791757,0.134210980882491,1.27552200529408
Ausgrid,ID_115,2000,292,0.239866680105928,0.13472300243948,0.107936225722837,0.392551567437223
Ausgrid,ID_116,2000,247,0.338096452764477,0.196514002673719,0.123708455559774,0.662568001114046
Ausgrid,ID_117,2000,391,0.247198099787214,0.12255000089974,0.109514886965559,0.345177458793937
Ausgrid,ID_118,2000,193,0.399582517925433,0.199811997382044,0.136962938392458,0.733847505102266
Ausgrid,ID_119,2000,369,0.420690109668604,0.236309006307834,0.132709810581593,0.66576948014387
Ausgrid,ID_12,2000,167,0.244143427612417,0.150391997769307,0.0900562629725674,0.5181853965969
Ausgrid,ID_120,2000,286,0.327153886679547,0.159126995099206,0.0594609042709761,0.598534181295598
Ausgrid,ID_121,2000,662,0.698573170002393,0.322737992270451,0.170383703963768,0.831811741539044
Ausgrid,ID_122,2000,134,0.292318638097612,0.143736005120667,0.048477384399113,0.72372095991966
Ausgrid,ID_123,2000,587,0.38590509218768,0.235563994125328,0.154582165974186,0.476057755419066
Ausgrid,ID_124,2000,347,0.715836551671384,0.298782991606018,0.137502222844416,1.11659224447913
Ausgrid,ID_125,2000,231,0.331649739657065,0.187442001734319,0.108311474765479,0.578647270186287
Ausgrid,ID_126,2000,285,0.388714615594886,0.170918002121642,0.0883442289022099,0.646256057100089
Ausgrid,ID_127,2000,331,0.399715695851914,0.213024995769582,0.128069265589151,0.669278300099061
Ausgrid,ID_128,2000,151,0.262068779635756,0.141186001227813,0.0728553692350132,0.573179426520817
Ausgrid,ID_129,2000,270,0.439574801275192,0.230367992051614,0.100727501610732,0.770976249985452
Ausgrid,ID_13,2000,314,0.403222605411921,0.184914995594023,0.0847462408870354,0.755813829670037
Ausgrid,ID_130,2000,290,0.41856033038694,0.179850005708998,0.106151948567723,0.758026542592383
Ausgrid,ID_131,2000,132,0.424102397370524,0.234490998489318,0.0729774134393366,0.998279091676515
Ausgrid,ID_132,2000,229,0.17661293491807,0.107482997792883,0.11901141427022,0.318385330518782
Ausgrid,ID_133,2000,438,0.571601149518398,0.274900007958555,0.120387770022571,0.832115544018227
Ausgrid,ID_134,2000,346,0.669767979463359,0.364823991204261,0.0834664273607428,1.09845813003924
Ausgrid,ID_135,2000,298,0.283220157307349,0.158416995605556,0.169592912925441,0.53298068780755
Ausgrid,ID_136,2000,350,0.185197185438024,0.131326002384487,0.1185641364541,0.278983159766631
Ausgrid,ID_137,2000,345,0.453979060360021,0.260373994023492,0.119973327159334,0.681046633668608
Ausgrid,ID_138,2000,78,0.352897282218653,0.104806998580523,0.0748142420955504,1.25141259153287
Ausgrid,ID_139,2000,267,0.548176476165262,0.318840987740571,0.134986258819116,1.00173881473106
Ausgrid,ID_14,2000,252,0.575747347024743,0.269459993425648,0.193333566623965,1.09340830516738
Ausgrid,ID_140,2000,333,0.270985705724666,0.128414000909736,0.0949394610321646,0.460832788150053
Ausgrid,ID_141,2000,195,0.541330647604964,0.310966008735291,0.0895649626538878,1.12609632731523
Ausgrid,ID_142,2000,317,0.408349593023929,0.207853994763174,0.117072707238837,0.676387815552158
Ausgrid,ID_143,2000,122,0.56160200167109,0.179143001470861,0.0879143266502758,1.04034657068203
Ausgrid,ID_144,2000,273,0.322367227432409,0.165010996116956,0.136077921388629,0.52903895617866
Ausgrid,ID_145,2000,248,0.399318180244111,0.207441994090454,0.103719010424812,0.747187396813844
Ausgrid,ID_146,2000,126,0.284974330718108,0.0754559985838351,0.109353160613276,0.661337907175737
Ausgrid,ID_147,2000,214,0.523063652008061,0.277881995318958,0.0736709378920943,0.994897948030019
Ausgrid,ID_148,2000,385,0.554321498520646,0.302631984317605,0.125348584889995,0.844442948950655
Ausgrid,ID_149,2000,386,0.768503870726647,0.427645989448333,0.157214844740166,1.18339552949745
Ausgrid,ID_15,2000,446,0.206062675982582,0.107248002575841,0.141138815478468,0.286015123299632
Ausgrid,ID_150,2000,470,0.18063645691764,0.0921409990174276,0.113322747158737,0.246970235356893
Ausgrid,ID_151,2000,145,0.36231296801423,0.159861999924295,0.111480913235147,0.803836535511875
Ausgrid,ID_152,2000,256,0.880415489552728,0.426630995211919,0.121149871059068,1.55382696631351
Ausgrid,ID_153,2000,492,0.298074069180409,0.176522007939459,0.134875142097435,0.427548816947506
Ausgrid,ID_154,2000,329,0.371335135580761,0.207346002364644,0.116074511963515,0.577418395990988
Ausgrid,ID_155,2000,421,0.250691493435425,0.135869003799413,0.150655942465783,0.344708854209253
Ausgrid,ID_156,2000,417,0.849474239738379,0.407300000879215,0.154449861770614,1.28886178538518
Ausgrid,ID_157,2000,204,0.548939059366504,0.309047011098656,0.123301671600009,1.00316390148034
Ausgrid,ID_158,2000,237,0.463424058512138,0.236449001666041,0.141893464149189,0.880277694324703
Ausgrid,ID_159,2000,270,0.73437912032771,0.351947005104986,0.106768462389274,1.29480833707567
Ausgrid,ID_16,2000,195,0.469689781030758,0.208377001632267,0.111221827022294,0.844613417411992
Ausgrid,ID_160,2000,254,0.513726986827382,0.286858993895815,0.1035322446364,0.779618455581975
Ausgrid,ID_161,2000,420,0.699958397521781,0.36782499599865,0.131888454073435,0.995831062185339
Ausgrid,ID_162,2000,626,0.388938745652276,0.22048400296989,0.117327274149273,0.448842341792146
Ausgrid,ID_163,2000,500,0.231770789453187,0.133359001533536,0.106610297520574,0.316658077326236
Ausgrid,ID_164,2000,172,0.289057397649843,0.120511998894512,0.096032358327468,0.651243420608438
Ausgrid,ID_165,2000,445,0.480690462434078,0.240285007362682,0.177626930004673,0.704272199282508
Ausgrid,ID_166,2000,256,0.555275692783455,0.313585997079973,0.120033657908215,1.00309212936391
Ausgrid,ID_167,2000,516,0.515229106054742,0.281078005109783,0.134835781681736,0.687093954796556
Ausgrid,ID_168,2000,325,0.230779012527041,0.124774001645366,0.0596935928103432,0.362129922984998
Ausgrid,ID_169,2000,397,0.346633100240197,0.161794996623654,0.143711902461678,0.441520615028557
Ausgrid,ID_17,2000,251,0.517629662543294,0.281182992130903,0.0907170509716986,0.804213129590452
Ausgrid,ID_170,2000,155,0.363843549675818,0.180642003091949,0.139510561383365,0.835341427963808
Ausgrid,ID_171,2000,507,0.304376738323541,0.137401999409388,0.102733493019714,0.364446178006053
Ausgrid,ID_172,2000,213,0.345140041628984,0.167575002662581,0.104614202913212,0.760035700195984
Ausgrid,ID_173,2000,292,0.343634069248852,0.193617995596728,0.102884454514819,0.606995559548637
Ausgrid,ID_174,2000,250,0.277486952748801,0.12167200403692,0.11723248352683,0.534579838953485
Ausgrid,ID_175,2000,347,0.995275726750398,0.499189004366956,0.147424229742547,1.61400137231785
Ausgrid,ID_176,2000,638,0.29679763235207,0.152855003336159,0.0788713507153404,0.341444581862802
Ausgrid,ID_177,2000,347,0.376573709307524,0.176970005847214,0.0959179057475019,0.54775054018225
Ausgrid,ID_178,2000,419,0.317924177432861,0.168943996617098,0.105882962179247,0.492561221821883
Ausgrid,ID_179,2000,346,0.373007928040283,0.187231006167291,0.108875631980481,0.573466528242493
Ausgrid,ID_18,2000,294,0.382084667407045,0.189602008087662,0.14441176619193,0.68970625824715
Ausgrid,ID_180,2000,337,0.288499504115037,0.163606997863645,0.0780743365824803,0.481751385222652
Ausgrid,ID_181,2000,271,0.430938861274059,0.265539994315825,0.104444708881273,0.691998229027093
Ausgrid,ID_182,2000,98,0.193924330740999,0.0960649999676466,0.100687606872805,0.565780116554532
Ausgrid,ID_183,2000,338,0.279432223642454,0.172941990666833,0.125757082931626,0.413106506739424
Ausgrid,ID_184,2000,618,0.436256309490069,0.216006998359742,0.142288425199354,0.514996888957989
Ausgrid,ID_185,2000,216,0.496121400949612,0.271534993017468,0.0979132251529602,0.944366158133708
Ausgrid,ID_186,2000,316,0.190139432793032,0.0977639994576066,0.109458596685158,0.310324801337867
Ausgrid,ID_187,2000,259,0.434598716645281,0.15733399736225,0.252345041296618,0.828489679832294
Ausgrid,ID_188,2000,295,0.963872615150908,0.350537999897151,0.126525677512425,1.58603071986122
Ausgrid,ID_189,2000,601,0.825917049218696,0.474900987124044,0.191007648428867,1.05642754777107
Ausgrid,ID_19,2000,308,0.239244900163843,0.113868002570382,0.0976509777581555,0.356376449265958
Ausgrid,ID_190,2000,284,0.50292532152461,0.279901004364559,0.139779131348753,0.881167935062393
Ausgrid,ID_191,2000,364,0.914053728906292,0.559037019463473,0.16392641569007,1.39743087469826
Ausgrid,ID_192,2000,326,0.418293200014172,0.239942002699545,0.098911130732488,0.637586335411097
Ausgrid,ID_193,2000,257,0.418931011016381,0.220069005147232,0.106894150518245,0.763484569335768
Ausgrid,ID_194,2000,609,0.481861409625522,0.274221010711774,0.107294898863913,0.525564657708059
Ausgrid,ID_195,2000,245,0.382136584598999,0.22313199939354,0.107245337035891,0.703559871090534
Ausgrid,ID_196,2000,179,0.333494482596175,0.173033998268781,0.121535004990859,0.739551362595114
Ausgrid,ID_197,2000,311,0.403400155183829,0.197142994573204,0.0784825225024077,0.602738344780771
Ausgrid,ID_198,2000,404,0.993993976009714,0.457333014979923,0.187546026460028,1.53573225163729
Ausgrid,ID_199,2000,215,0.350370369619451,0.185029000366065,0.0856232573231176,0.605023516371242
Ausgrid,ID_2,2000,232,0.397421335213684,0.187000001495878,0.103393899153319,0.745378074936415
Ausgrid,ID_20,2000,226,0.536302533290883,0.228337995106399,0.0897427289748831,0.997435992877078
Ausgrid,ID_200,2000,312,0.467414604208851,0.220762993758447,0.0827723475533404,0.621118837056301
Ausgrid,ID_201,2000,288,0.509383459580536,0.268552992909218,0.0805349367496215,0.849452571394852
Ausgrid,ID_202,2000,476,0.268383017129936,0.140684003683893,0.105266816178083,0.368460470511688
Ausgrid,ID_203,2000,328,0.52691786334199,0.259074999182527,0.113480644158341,0.861365855391525
Ausgrid,ID_204,2000,249,0.336438413459284,0.183165998801335,0.0759677593243337,0.585260083528111
Ausgrid,ID_205,2000,268,0.441594513582587,0.151066005458925,0.100089414242402,0.860099048868197
Ausgrid,ID_206,2000,334,0.441599457869384,0.224786989496427,0.10677615364098,0.743027596082277
Ausgrid,ID_207,2000,365,0.529455291358549,0.243987998784134,0.0755609096138839,0.721059913836873
Ausgrid,ID_208,2000,405,0.393293511274701,0.225830007069329,0.146357560118443,0.542355230664877
Ausgrid,ID_209,2000,273,0.482791500716102,0.238530996358881,0.133398405524276,0.870607936896411
Ausgrid,ID_21,2000,257,0.632735584016991,0.343429002861838,0.0994382579023031,1.02751884254137
Ausgrid,ID_210,2000,478,0.630092203639229,0.294168001216204,0.107803525378831,0.881650388278464
Ausgrid,ID_211,2000,63,0.158881537764044,0.065875001598124,0.0602554364028203,0.48383462146581
Ausgrid,ID_212,2000,422,0.772034798845645,0.455151001238392,0.149677161688172,1.15748579003983
Ausgrid,ID_213,2000,92,0.364954828952223,0.118157001130358,0.0980597420476238,1.13435617819671
Ausgrid,ID_214,2000,223,0.41435452441107,0.178182999143918,0.10829966730173,0.782947812427274
Ausgrid,ID_215,2000,326,0.488722882373184,0.24695501191082,0.115976549347807,0.806100669626062
Ausgrid,ID_216,2000,249,0.296443428627029,0.145288004302661,0.122497280694722,0.566995925013219
Ausgrid,ID_217,2000,446,0.438970840021684,0.237463010035097,0.101374259900703,0.599330276607182
Ausgrid,ID_218,2000,521,0.450990962372677,0.186629001968488,0.0861327267218397,0.680031454361156
Ausgrid,ID_219,2000,547,0.296090451242434,0.150233992849928,0.140327235053719,0.384288340848882
Ausgrid,ID_22,2000,338,0.638790736952497,0.301908988257524,0.113502267525262,1.02089126244485
Ausgrid,ID_220,2000,500,0.796153153061025,0.441042011786143,0.160127339805758,1.07111913293076
Ausgrid,ID_221,2000,195,0.454624165044745,0.189370005302797,0.0732032115948071,0.828592923202888
Ausgrid,ID_222,2000,246,0.316213535767173,0.176337998746383,0.106899682179145,0.549208850599483
Ausgrid,ID_223,2000,651,0.497717244774376,0.247082989876568,0.105897290419719,0.601774727123193
Ausgrid,ID_224,2000,703,0.626440637234089,0.341480990366097,0.18699721046792,0.698147234110786
Ausgrid,ID_225,2000,306,0.383715218378271,0.200130003031761,0.109445297714137,0.536853588795174
Ausgrid,ID_226,2000,522,0.572685532535138,0.308559007510065,0.168707842734111,0.782732004774023
Ausgrid,ID_227,2000,399,0.240905468935815,0.120981997249079,0.105783710723797,0.347523647587605
Ausgrid,ID_228,2000,214,0.53118746039051,0.314501001563118,0.10709424522282,1.04004507273926
Ausgrid,ID_229,2000,332,0.500033727019691,0.242554989463996,0.0971779010922804,0.73005696754271
Ausgrid,ID_23,2000,489,0.394348849037855,0.193608994948391,0.127983817190047,0.527404714887655
Ausgrid,ID_230,2000,169,0.284922187945699,0.168335004630566,0.0730569694816522,0.609176467698949
Ausgrid,ID_231,2000,252,0.900454891356854,0.40246099728266,0.17659475656885,1.69542042248283
Ausgrid,ID_232,2000,349,0.462363847196651,0.237636008669322,0.122060146293353,0.685890166307919
Ausgrid,ID_233,2000,200,0.225956745580046,0.111802002624053,0.0915902214418773,0.451953835589205
Ausgrid,ID_234,2000,144,0.324655508985211,0.150734998801468,0.0984690802737071,0.683279042192471
Ausgrid,ID_235,2000,642,0.426637008914183,0.20812999667127,0.154246105094569,0.507544664169189
Ausgrid,ID_236,2000,407,0.467708998315389,0.270029996507862,0.146709223222107,0.625768042035471
Ausgrid,ID_237,2000,521,0.431285762421609,0.187635001645713,0.100861964479201,0.578345648836765
Ausgrid,ID_238,2000,238,0.450759018990307,0.243627005285049,0.158829813107487,0.881653489826417
Ausgrid,ID_239,2000,246,0.26667375583774,0.133826997455219,0.109279984321405,0.489517905715262
Ausgrid,ID_24,2000,153,0.282639487376422,0.14024199692576,0.0811953800131118,0.548076575646975
Ausgrid,ID_240,2000,406,0.217460091046177,0.129143001644147,0.0830634409897944,0.311339206077166
Ausgrid,ID_241,2000,230,0.320382834228787,0.155028996676235,0.126476563198952,0.581151808952924
Ausgrid,ID_242,2000,349,0.685082335332343,0.338916009889842,0.110674226661946,0.972706581386607
Ausgrid,ID_243,2000,220,0.31934470532641,0.139324004622293,0.0502499868104827,0.662952871894802
Ausgrid,ID_244,2000,237,0.291830174957737,0.159721005226635,0.110124590360542,0.537409522399755
Ausgrid,ID_245,2000,217,0.197014094559371,0.0855299977875302,0.0561613741002892,0.385379497943959
Ausgrid,ID_246,2000,312,0.458967200697846,0.235885990841679,0.103719295583887,0.725794398281781
Ausgrid,ID_247,2000,413,0.225320140120092,0.140124993454819,0.07472834170721,0.320131965913518
Ausgrid,ID_248,2000,342,0.851481939145876,0.458873978232877,0.157371766826497,1.42542555753196
Ausgrid,ID_249,2000,303,0.464846685828056,0.271260005681462,0.12378943997821,0.733300145338119
Ausgrid,ID_25,2000,487,0.730377079161718,0.316134992687,0.117310809324116,0.862520733621481
Ausgrid,ID_250,2000,154,0.275400894069892,0.128545002409462,0.0731282240304606,0.676556625487768
Ausgrid,ID_251,2000,306,0.792907037732552,0.319442009475003,0.134118236415154,1.28757411024189
Ausgrid,ID_252,2000,458,0.297785560795279,0.175677002106945,0.128022543471014,0.449225257603693
Ausgrid,ID_253,2000,221,0.504421148043867,0.336528992897432,0.12163372993732,0.930334981874718
Ausgrid,ID_254,2000,341,0.697112502514496,0.356140993857531,0.106364435926754,1.07734246467198
Ausgrid,ID_255,2000,144,0.629832692356948,0.35014399895646,0.101947668352095,1.27587242163356
Ausgrid,ID_256,2000,245,0.730797176735735,0.383920999708788,0.107924089472331,1.34549593677989
Ausgrid,ID_257,2000,209,0.508385084612562,0.220150007080489,0.0874564237362444,1.01453153557832
Ausgrid,ID_258,2000,294,0.31595110012569,0.180831008055732,0.104343159836706,0.46987106746849
Ausgrid,ID_259,2000,359,0.184283272926636,0.0982939953985372,0.0919595613973177,0.261013400579771
Ausgrid,ID_26,2000,176,0.47076281338099,0.205698001782647,0.0851905196219929,1.08763640462493
Ausgrid,ID_260,2000,250,0.707058880676315,0.21131500883784,0.111208446694972,1.32524404039527
Ausgrid,ID_261,2000,216,0.222480698623577,0.106106001467654,0.0660366266189551,0.416388244044945
Ausgrid,ID_262,2000,163,0.342387962716145,0.183420007776216,0.101478350729422,0.767960741805548
Ausgrid,ID_263,2000,361,0.299771518044995,0.166838005928905,0.110658442959647,0.433793578560813
Ausgrid,ID_264,2000,348,0.29902602105198,0.13588200082977,0.14051974534951,0.478208441512956
Ausgrid,ID_265,2000,224,0.25045646032282,0.143724995684383,0.0817416674966325,0.394151611185894
Ausgrid,ID_266,2000,713,0.607267100313998,0.338031000221148,0.1518167750785,0.716094234982556
Ausgrid,ID_267,2000,388,0.955664266187126,0.515277008049579,0.179780434507438,1.46239573212805
Ausgrid,ID_268,2000,523,0.564311062943578,0.219206002143765,0.0987248171859459,0.602007136970258
Ausgrid,ID_269,2000,465,0.344124192175579,0.188075003761792,0.111407069770659,0.450107507235547
Ausgrid,ID_27,2000,218,0.488964662179585,0.231843005225013,0.147986348177657,0.875252129938515
Ausgrid,ID_270,2000,213,0.48098076625202,0.237025003505682,0.165626983121944,0.947061292463588
Ausgrid,ID_271,2000,233,0.525623766969797,0.252630993869028,0.133339365466446,0.924762400829546
Ausgrid,ID_272,2000,282,0.467865818261407,0.232671001072558,0.185440276618196,0.831449229404787
Ausgrid,ID_273,2000,402,0.669017249752027,0.277056991516474,0.104451366440385,1.06015614595507
Ausgrid,ID_274,2000,263,0.387944919626584,0.235509005384607,0.103522370651472,0.64482836978079
Ausgrid,ID_275,2000,362,0.498677340477533,0.275137999896419,0.0945180701884355,0.798571554990984
Ausgrid,ID_276,2000,308,0.607644133381613,0.340717984396398,0.118886228945315,0.894303620575499
Ausgrid,ID_277,2000,262,0.307821567191058,0.152089001919954,0.0666416033905954,0.46003431713063
Ausgrid,ID_278,2000,457,0.13907409025322,0.0981550015131477,0.0692262181685117,0.179206178341238
Ausgrid,ID_279,2000,341,0.571604539417611,0.322274996752189,0.120642581161321,0.936358299434144
Ausgrid,ID_28,2000,149,0.385748550795891,0.141141994169687,0.086310348396821,1.03062855397073
Ausgrid,ID_280,2000,244,0.455816941718186,0.235426007836588,0.125393919608624,0.803885747936107
Ausgrid,ID_281,2000,396,0.431655759678031,0.259108009072162,0.133556851685768,0.625082087007687
Ausgrid,ID_282,2000,397,0.311413336014606,0.169075000682649,0.0967759316656651,0.467715234173792
Ausgrid,ID_283,2000,527,0.221512041296462,0.117968998027942,0.0744218075302795,0.210186361668881
Ausgrid,ID_284,2000,632,0.351651973699077,0.158483998432666,0.112063166578603,0.476358288266702
Ausgrid,ID_285,2000,213,0.458961768292531,0.212786006335229,0.151073651137631,0.999665365811362
Ausgrid,ID_286,2000,249,0.454244834742325,0.249907999365502,0.109245992201973,0.839603558330329
Ausgrid,ID_287,2000,349,0.512169590210167,0.309739007166769,0.131722727294554,0.801591123224037
Ausgrid,ID_288,2000,470,0.553512118524458,0.296034992608331,0.148258737047026,0.786334607142723
Ausgrid,ID_289,2000,227,0.745613004456558,0.319616010645643,0.202282415210158,1.48211178170866
Ausgrid,ID_29,2000,448,0.355985163874276,0.204074995778326,0.111065578743936,0.47084583974689
Ausgrid,ID_290,2000,348,0.564391234255917,0.279595006791793,0.161162541174658,0.902569662228684
Ausgrid,ID_291,2000,297,0.26074050971101,0.177714999669346,0.153103886139414,0.421491467172859
Ausgrid,ID_292,2000,637,0.563212672342706,0.250766990469041,0.137818708974141,0.694971850206797
Ausgrid,ID_293,2000,364,0.938913234729424,0.453996014465241,0.114418726741339,1.33696467059845
Ausgrid,ID_294,2000,200,0.632239991939332,0.352631990687628,0.150066342258542,1.31593957077188
Ausgrid,ID_295,2000,387,0.357761679252421,0.182096997736397,0.128691252854067,0.509042832581748
Ausgrid,ID_296,2000,375,0.298075770673097,0.128924000304893,0.0933236600310252,0.489446973901528
Ausgrid,ID_297,2000,267,0.29248226243892,0.15163999552476,0.0732764633512181,0.475671130489652
Ausgrid,ID_298,2000,135,0.137038534759119,0.0737200002671586,0.0821091532323872,0.312671593231959
Ausgrid,ID_299,2000,362,0.673349719369331,0.372505991136512,0.102717273680782,1.03332068801786
Ausgrid,ID_3,2000,153,0.229657436202916,0.0703209975033996,0.097726572562914,0.595300004149909
Ausgrid,ID_30,2000,668,0.303799511474574,0.15409800284468,0.123495734456742,0.346053054773509
Ausgrid,ID_300,2000,291,0.594493970053218,0.337852989334234,0.114564810515315,1.0518411199236
Ausgrid,ID_31,2000,100,0.272289071627449,0.0921240034371081,0.0571325289472965,0.636149383419869
Ausgrid,ID_32,2000,281,0.454274919938202,0.229058993488969,0.150223191316051,0.831934710382415
Ausgrid,ID_33,2000,244,0.558669549699683,0.276069007265047,0.0865081346948855,1.03511188384219
Ausgrid,ID_34,2000,279,0.464952349684901,0.233751995068434,0.110387550207874,0.853474446031432
Ausgrid,ID_35,2000,192,0.550187700547813,0.274546012909828,0.105663692674747,1.16462927545115
Ausgrid,ID_36,2000,430,0.281157578149871,0.176642008809091,0.128442272190482,0.364022991770963
Ausgrid,ID_37,2000,434,0.50996836569717,0.253932999644292,0.109399587522903,0.71718647769852
Ausgrid,ID_38,2000,578,0.470373228147251,0.230898991215954,0.111304601710686,0.571529404454889
Ausgrid,ID_39,2000,460,0.426709557286195,0.225662998474124,0.114892180619324,0.559454284754898
Ausgrid,ID_4,2000,132,0.36125517224341,0.112124000727451,0.091473214899469,0.856893864323351
Ausgrid,ID_40,2000,434,0.205091867200912,0.121846002685112,0.0739869630942544,0.276923924857839
Ausgrid,ID_41,2000,340,0.308741416787455,0.154654004657681,0.11010906269616,0.480016992577875
Ausgrid,ID_42,2000,221,0.417562570895253,0.237140993801337,0.104589888977877,0.82356925433276
Ausgrid,ID_43,2000,488,0.37065510445835,0.19053299493678,0.101660755284056,0.505168047656553
Ausgrid,ID_44,2000,473,0.466605807182705,0.22197699573316,0.118971396061148,0.658358968723933
