site_id,split,n_rows,start,end
ID_SQ Block P,val,2886,2023-07-01 00:00:00,2023-07-31 01:15:00
ID_SQ Block Q,test,14775,2023-07-31 01:30:00,2023-12-31 23:00:00
ID_SQ Block Q,train,6715,2022-12-19 01:00:00,2023-02-26 23:30:00
ID_SQ Block Q,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ Block Q (Phrase 2),test,14723,2023-07-31 01:30:00,2023-12-31 10:00:00
ID_SQ Block Q (Phrase 2),train,6691,2022-12-19 07:00:00,2023-02-26 23:30:00
ID_SQ Block Q (Phrase 2),val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ Block R,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_SQ Block R,train,46367,2021-11-01 00:00:00,2023-02-26 23:30:00
ID_SQ Block R,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ Block S,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_SQ Block S,train,46367,2021-11-01 00:00:00,2023-02-26 23:30:00
ID_SQ Block S,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ1,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_SQ1,train,61055,2021-06-01 00:00:00,2023-02-26 23:30:00
ID_SQ1,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ10,test,14723,2023-07-31 01:30:00,2023-12-31 10:00:00
ID_SQ10,train,58747,2021-06-25 01:00:00,2023-02-26 23:30:00
ID_SQ10,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ11,test,14727,2023-07-31 01:30:00,2023-12-31 11:00:00
ID_SQ11,train,58747,2021-06-25 01:00:00,2023-02-26 23:30:00
ID_SQ11,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ12,test,14727,2023-07-31 01:30:00,2023-12-31 11:00:00
ID_SQ12,train,67679,2021-03-24 00:00:00,2023-02-26 23:30:00
ID_SQ12,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ13,test,14723,2023-07-31 01:30:00,2023-12-31 10:00:00
ID_SQ13,train,67679,2021-03-24 00:00:00,2023-02-26 23:30:00
ID_SQ13,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ14,test,14727,2023-07-31 01:30:00,2023-12-31 11:00:00
ID_SQ14,train,65851,2021-04-12 01:00:00,2023-02-26 23:30:00
ID_SQ14,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ15,test,14727,2023-07-31 01:30:00,2023-12-31 11:00:00
ID_SQ15,train,67679,2021-03-24 00:00:00,2023-02-26 23:30:00
ID_SQ15,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ16,test,14723,2023-07-31 01:30:00,2023-12-31 10:00:00
ID_SQ16,train,67679,2021-03-24 00:00:00,2023-02-26 23:30:00
ID_SQ16,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ17,test,14723,2023-07-31 01:30:00,2023-12-31 10:00:00
ID_SQ17,train,67679,2021-03-24 00:00:00,2023-02-26 23:30:00
ID_SQ17,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ18,test,14723,2023-07-31 01:30:00,2023-12-31 10:00:00
ID_SQ18,train,23899,2022-06-23 01:00:00,2023-02-26 23:30:00
ID_SQ18,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ19,test,14723,2023-07-31 01:30:00,2023-12-31 10:00:00
ID_SQ19,train,69023,2021-03-10 00:00:00,2023-02-26 23:30:00
ID_SQ19,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ2,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_SQ2,train,61055,2021-06-01 00:00:00,2023-02-26 23:30:00
ID_SQ2,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ3,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_SQ3,train,61055,2021-06-01 00:00:00,2023-02-26 23:30:00
ID_SQ3,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ4,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_SQ4,train,61055,2021-06-01 00:00:00,2023-02-26 23:30:00
ID_SQ4,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ567,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_SQ567,train,58175,2021-07-01 00:00:00,2023-02-26 23:30:00
ID_SQ567,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ567 Flexible PV,test,14723,2023-07-31 01:30:00,2023-12-31 10:00:00
ID_SQ567 Flexible PV,train,50371,2021-09-20 07:00:00,2023-02-26 23:30:00
ID_SQ567 Flexible PV,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ8,test,14727,2023-07-31 01:30:00,2023-12-31 11:00:00
ID_SQ8,train,65827,2021-04-12 07:00:00,2023-02-26 23:30:00
ID_SQ8,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_SQ9,test,14723,2023-07-31 01:30:00,2023-12-31 10:00:00
ID_SQ9,train,65851,2021-04-12 01:00:00,2023-02-26 23:30:00
ID_SQ9,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_Shaw Auditorium,test,14688,2023-08-01 00:00:00,2023-12-31 23:45:00
ID_Tower A,test,14723,2023-07-31 01:30:00,2023-12-31 10:00:00
ID_Tower A,train,32539,2022-03-25 01:00:00,2023-02-26 23:30:00
ID_Tower A,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_UG Hall2 2F,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_UG Hall2 2F,train,58175,2021-07-01 00:00:00,2023-02-26 23:30:00
ID_UG Hall2 2F,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_UG Hall2 RF,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_UG Hall2 RF,train,58175,2021-07-01 00:00:00,2023-02-26 23:30:00
ID_UG Hall2 RF,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_UG Hall3,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_UG Hall3,train,58175,2021-07-01 00:00:00,2023-02-26 23:30:00
ID_UG Hall3,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_UG Hall4,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_UG Hall4,train,58175,2021-07-01 00:00:00,2023-02-26 23:30:00
ID_UG Hall4,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_UG Hall4 Flexible PV,test,14775,2023-07-31 01:30:00,2023-12-31 23:00:00
ID_UG Hall4 Flexible PV,train,50395,2021-09-20 01:00:00,2023-02-26 23:30:00
ID_UG Hall4 Flexible PV,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_UG Hall6,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_UG Hall6,train,61055,2021-06-01 00:00:00,2023-02-26 23:30:00
ID_UG Hall6,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_UG Hall7,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_UG Hall7,train,61055,2021-06-01 00:00:00,2023-02-26 23:30:00
ID_UG Hall7,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_UG Hall7 Flexible PV,test,14723,2023-07-31 01:30:00,2023-12-31 10:00:00
ID_UG Hall7 Flexible PV,train,50371,2021-09-20 07:00:00,2023-02-26 23:30:00
ID_UG Hall7 Flexible PV,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_UG Hall8,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_UG Hall8,val,14502,2023-03-02 00:00:00,2023-07-31 01:15:00
ID_UG Hall9,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_UG Hall9,train,1535,2023-02-11 00:00:00,2023-02-26 23:30:00
ID_UG Hall9,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_Wong Check She Research Centre,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_Wong Check She Research Centre,train,43487,2021-12-01 00:00:00,2023-02-26 23:30:00
ID_Wong Check She Research Centre,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_Zone A1,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_Zone A1,train,58175,2021-07-01 00:00:00,2023-02-26 23:30:00
ID_Zone A1,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_Zone A2,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_Zone A2,train,58175,2021-07-01 00:00:00,2023-02-26 23:30:00
ID_Zone A2,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_Zone A4,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_Zone A4,train,58175,2021-07-01 00:00:00,2023-02-26 23:30:00
ID_Zone A4,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_Zone A5,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_Zone A5,train,46367,2021-11-01 00:00:00,2023-02-26 23:30:00
ID_Zone A5,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_Zone A6,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_Zone A6,train,46367,2021-11-01 00:00:00,2023-02-26 23:30:00
ID_Zone A6,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_Zone A7,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_Zone A7,train,46367,2021-11-01 00:00:00,2023-02-26 23:30:00
ID_Zone A7,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_Zone D,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_Zone D,train,38687,2022-01-20 00:00:00,2023-02-26 23:30:00
ID_Zone D,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_Zone J1,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_Zone J1,train,34847,2022-03-01 00:00:00,2023-02-26 23:30:00
ID_Zone J1,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_Zone J2,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_Zone J2,train,45215,2021-11-13 00:00:00,2023-02-26 23:30:00
ID_Zone J2,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_Zone L1 (Station 1),test,14791,2023-07-31 01:30:00,2024-01-01 03:00:00
ID_Zone L1 (Station 1),train,65851,2021-04-12 01:00:00,2023-02-26 23:30:00
ID_Zone L1 (Station 1),val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_Zone L1(Station 2),test,14775,2023-07-31 01:30:00,2023-12-31 23:00:00
ID_Zone L1(Station 2),train,65851,2021-04-12 01:00:00,2023-02-26 23:30:00
ID_Zone L1(Station 2),val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
ID_Zone L2,test,14778,2023-07-31 01:30:00,2023-12-31 23:45:00
ID_Zone L2,train,26015,2022-06-01 00:00:00,2023-02-26 23:30:00
ID_Zone L2,val,14791,2023-02-26 23:45:00,2023-07-31 01:15:00
