site_id,split,n_rows,start,end
ID_174,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_175,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_175,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_175,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_176,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_176,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_176,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_177,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_177,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_177,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_178,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_178,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_178,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_179,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_179,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_179,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_18,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_18,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_18,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_180,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_180,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_180,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_181,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_181,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_181,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_182,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_182,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_182,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_183,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_183,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_183,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_184,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_184,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_184,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_185,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_185,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_185,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_186,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_186,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_186,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_187,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_187,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_187,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_188,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_188,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_188,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_189,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_189,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_189,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_19,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_19,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_19,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_190,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_190,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_190,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_191,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_191,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_191,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_192,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_192,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_192,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_193,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_193,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_193,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_194,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_194,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_194,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_195,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_195,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_195,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_196,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_196,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_196,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_197,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_197,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_197,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_198,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_198,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_198,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_199,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_199,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_199,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_2,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_2,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_2,val,4003,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_20,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_20,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_20,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_200,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_200,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_200,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_201,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_201,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_201,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_202,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_202,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_202,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_203,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_203,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_203,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_204,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_204,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_204,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_205,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_205,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_205,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_206,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_206,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_206,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_207,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_207,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_207,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_208,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_208,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_208,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_209,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_209,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_209,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_21,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_21,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_21,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_210,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_210,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_210,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_211,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_211,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_211,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_212,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_212,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_212,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_213,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_213,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_213,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_214,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_214,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_214,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_215,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
