site_id,split,n_rare,n_rows,rare_rate_pct
ID_219,train,9495,36825,25.7841
ID_219,val,2194,7891,27.8038
ID_22,test,1345,7892,17.0426
ID_22,train,6772,36825,18.3897
ID_22,val,1267,7891,16.0563
ID_220,test,1963,7892,24.8733
ID_220,train,9031,36825,24.5241
ID_220,val,2040,7891,25.8522
ID_221,test,760,7892,9.63
ID_221,train,6525,36825,17.7189
ID_221,val,893,7891,11.3167
ID_222,test,959,7892,12.1515
ID_222,train,5742,36825,15.5927
ID_222,val,1228,7891,15.562
ID_223,test,2619,7892,33.1855
ID_223,train,9717,36825,26.387
ID_223,val,2683,7891,34.0008
ID_224,test,2836,7892,35.9351
ID_224,train,8522,36825,23.1419
ID_224,val,2899,7891,36.7381
ID_225,test,1178,7892,14.9265
ID_225,train,6955,36825,18.8866
ID_225,val,1286,7891,16.297
ID_226,test,2094,7892,26.5332
ID_226,train,10022,36825,27.2152
ID_226,val,2222,7891,28.1587
ID_227,test,1595,7892,20.2103
ID_227,train,8215,36825,22.3082
ID_227,val,1537,7891,19.4779
ID_228,test,885,7892,11.2139
ID_228,train,3637,36825,9.8764
ID_228,val,984,7891,12.4699
ID_229,test,1181,7892,14.9645
ID_229,train,3564,36825,9.6782
ID_229,val,1034,7891,13.1035
ID_23,test,1864,7892,23.6189
ID_23,train,10187,36825,27.6633
ID_23,val,1614,7891,20.4537
ID_230,test,622,7892,7.8814
ID_230,train,3945,36825,10.7128
ID_230,val,672,7891,8.516
ID_231,test,1003,7892,12.7091
ID_231,train,4915,36825,13.3469
ID_231,val,1062,7891,13.4584
ID_232,test,1414,7892,17.9169
ID_232,train,7159,36825,19.4406
ID_232,val,1531,7891,19.4019
ID_233,test,853,7892,10.8084
ID_233,train,4071,36825,11.055
ID_233,val,904,7891,11.4561
ID_234,test,537,7892,6.8044
ID_234,train,4012,36825,10.8948
ID_234,val,536,7891,6.7925
ID_235,test,2514,7892,31.855
ID_235,train,10645,36825,28.907
ID_235,val,2029,7891,25.7128
ID_236,test,1532,7892,19.4121
ID_236,train,7541,36825,20.4779
ID_236,val,1729,7891,21.911
ID_237,test,2017,7892,25.5575
ID_237,train,9643,36825,26.186
ID_237,val,2210,7891,28.0066
ID_238,test,948,7892,12.0122
ID_238,train,4547,36825,12.3476
ID_238,val,813,7891,10.3029
ID_239,test,1027,7892,13.0132
ID_239,train,4289,36825,11.647
ID_239,val,1218,7891,15.4353
ID_24,test,640,7892,8.1095
ID_24,train,3236,36825,8.7875
ID_24,val,591,7891,7.4895
ID_240,test,1473,7892,18.6645
ID_240,train,8688,36825,23.5927
ID_240,val,1568,7891,19.8707
ID_241,test,876,7892,11.0998
ID_241,train,5574,36825,15.1365
ID_241,val,1361,7891,17.2475
ID_242,test,1436,7892,18.1956
ID_242,train,5489,36825,14.9056
ID_242,val,1174,7891,14.8777
ID_243,test,873,7892,11.0618
ID_243,train,5155,36825,13.9986
ID_243,val,880,7891,11.1519
ID_244,test,973,7892,12.3289
ID_244,train,4066,36825,11.0414
ID_244,val,798,7891,10.1128
ID_245,test,775,7892,9.8201
ID_245,train,4256,36825,11.5574
ID_245,val,940,7891,11.9123
ID_246,test,1273,7892,16.1303
ID_246,train,5630,36825,15.2885
ID_246,val,1230,7891,15.5874
ID_247,test,1562,7892,19.7922
ID_247,train,7050,36825,19.1446
ID_247,val,1688,7891,21.3915
ID_248,test,1206,7892,15.2813
ID_248,train,4794,36825,13.0183
ID_248,val,1061,7891,13.4457
ID_249,test,1216,7892,15.408
ID_249,train,4274,36825,11.6062
ID_249,val,892,7891,11.304
ID_25,test,1911,7892,24.2144
ID_25,train,9307,36825,25.2736
ID_25,val,2009,7891,25.4594
ID_250,test,593,7892,7.5139
ID_250,train,4607,36825,12.5105
ID_250,val,1006,7891,12.7487
ID_251,test,1184,7892,15.0025
ID_251,train,5278,36825,14.3327
ID_251,val,903,7891,11.4434
ID_252,test,1853,7892,23.4795
ID_252,train,6100,36825,16.5648
ID_252,val,1631,7891,20.6691
ID_253,test,847,7892,10.7324
ID_253,train,4665,36825,12.668
ID_253,val,990,7891,12.5459
ID_254,test,1351,7892,17.1186
ID_254,train,4581,36825,12.4399
ID_254,val,1105,7891,14.0033
ID_255,test,553,7892,7.0071
ID_255,train,3672,36825,9.9715
ID_255,val,601,7891,7.6163
ID_256,test,1008,7892,12.7724
ID_256,train,5110,36825,13.8764
ID_256,val,1029,7891,13.0402
ID_257,test,796,7892,10.0862
ID_257,train,3408,36825,9.2546
ID_257,val,921,7891,11.6715
ID_258,test,1156,7892,14.6477
ID_258,train,3940,36825,10.6993
ID_258,val,1092,7891,13.8386
ID_259,test,1492,7892,18.9052
ID_259,train,3313,36825,8.9966
ID_259,val,1540,7891,19.5159
ID_26,test,746,7892,9.4526
ID_26,train,4579,36825,12.4345
ID_26,val,989,7891,12.5333
ID_260,test,1007,7892,12.7598
ID_260,train,8467,36825,22.9925
ID_260,val,1236,7891,15.6634
ID_261,test,880,7892,11.1505
ID_261,train,3429,36825,9.3116
ID_261,val,377,7891,4.7776
ID_262,test,591,7892,7.4886
ID_262,train,2875,36825,7.8072
ID_262,val,682,7891,8.6428
ID_263,test,1410,7892,17.8662
ID_263,train,5835,36825,15.8452
ID_263,val,1332,7891,16.88
ID_264,test,1393,7892,17.6508
ID_264,train,7435,36825,20.1901
ID_264,val,1501,7891,19.0217
ID_265,test,954,7892,12.0882
ID_265,train,4201,36825,11.408
ID_265,val,944,7891,11.963
ID_266,test,2877,7892,36.4546
ID_266,train,10775,36825,29.26
ID_266,val,2734,7891,34.6471
ID_267,test,1582,7892,20.0456
ID_267,train,7578,36825,20.5784
ID_267,val,1307,7891,16.5632
ID_268,test,1973,7892,25.0
ID_268,train,10388,36825,28.2091
ID_268,val,1987,7891,25.1806
ID_269,test,1819,7892,23.0487
ID_269,train,7466,36825,20.2743
ID_269,val,1871,7891,23.7106
ID_27,test,970,7892,12.2909
ID_27,train,4512,36825,12.2525
ID_27,val,1081,7891,13.6992
ID_270,test,853,7892,10.8084
ID_270,train,4704,36825,12.7739
ID_270,val,708,7891,8.9722
ID_271,test,963,7892,12.2022
ID_271,train,4670,36825,12.6816
ID_271,val,1017,7891,12.8881
ID_272,test,1051,7892,13.3173
ID_272,train,5201,36825,14.1236
ID_272,val,1075,7891,13.6231
ID_273,test,1668,7892,21.1353
ID_273,train,6867,36825,18.6477
ID_273,val,1624,7891,20.5804
ID_274,test,1048,7892,13.2793
ID_274,train,3446,36825,9.3578
ID_274,val,984,7891,12.4699
ID_275,test,1377,7892,17.448
ID_275,train,5555,36825,15.0849
ID_275,val,1083,7891,13.7245
ID_276,test,1210,7892,15.332
ID_276,train,5152,36825,13.9905
ID_276,val,1066,7891,13.5091
ID_277,test,1049,7892,13.2919
ID_277,train,5055,36825,13.7271
ID_277,val,992,7891,12.5713
ID_278,test,1846,7892,23.3908
ID_278,train,6887,36825,18.702
ID_278,val,1527,7891,19.3512
ID_279,test,1336,7892,16.9285
ID_279,train,5870,36825,15.9403
ID_279,val,1113,7891,14.1047
ID_28,test,588,7892,7.4506
ID_28,train,3469,36825,9.4202
ID_28,val,587,7891,7.4389
ID_280,test,954,7892,12.0882
ID_280,train,3820,36825,10.3734
ID_280,val,919,7891,11.6462
ID_281,test,1565,7892,19.8302
ID_281,train,5922,36825,16.0815
ID_281,val,1368,7891,17.3362
ID_282,test,1418,7892,17.9676
ID_282,train,6174,36825,16.7658
ID_282,val,1289,7891,16.3351
ID_283,test,2163,7892,27.4075
ID_283,train,8985,36825,24.3992
ID_283,val,2248,7891,28.4882
ID_284,test,2452,7892,31.0694
ID_284,train,7816,36825,21.2247
ID_284,val,1896,7891,24.0274
ID_285,test,804,7892,10.1875
ID_285,train,2185,36825,5.9335
ID_285,val,740,7891,9.3778
ID_286,test,1061,7892,13.444
ID_286,train,6495,36825,17.6375
ID_286,val,1266,7891,16.0436
ID_287,test,1330,7892,16.8525
ID_287,train,6825,36825,18.5336
ID_287,val,1261,7891,15.9802
ID_288,test,1852,7892,23.4668
ID_288,train,9175,36825,24.9151
ID_288,val,2019,7891,25.5861
ID_289,test,836,7892,10.593
ID_289,train,3319,36825,9.0129
ID_289,val,600,7891,7.6036
ID_29,test,1712,7892,21.6929
ID_29,train,9204,36825,24.9939
ID_29,val,1843,7891,23.3557
ID_290,test,1444,7892,18.297
ID_290,train,5911,36825,16.0516
ID_290,val,1405,7891,17.8051
ID_291,test,1092,7892,13.8368
ID_291,train,2635,36825,7.1555
ID_291,val,1130,7891,14.3201
ID_292,test,2513,7892,31.8424
ID_292,train,12337,36825,33.5017
ID_292,val,2403,7891,30.4524
ID_293,test,1450,7892,18.373
ID_293,train,6014,36825,16.3313
ID_293,val,1507,7891,19.0977
ID_294,test,748,7892,9.478
ID_294,train,5911,36825,16.0516
ID_294,val,1082,7891,13.7118
ID_295,test,1496,7892,18.9559
ID_295,train,8009,36825,21.7488
ID_295,val,1559,7891,19.7567
ID_296,test,1522,7892,19.2854
ID_296,train,7910,36825,21.48
ID_296,val,1556,7891,19.7187
ID_297,test,1049,7892,13.2919
ID_297,train,3527,36825,9.5777
ID_297,val,709,7891,8.9849
ID_298,test,498,7892,6.3102
ID_298,train,3632,36825,9.8629
ID_298,val,551,7891,6.9826
ID_299,test,1483,7892,18.7912
ID_299,train,6664,36825,18.0964
ID_299,val,1466,7891,18.5781
ID_3,test,568,7892,7.1972
ID_3,train,3305,36825,8.9749
ID_3,val,951,7891,12.0517
ID_30,test,2674,7892,33.8824
ID_30,train,12261,36825,33.2953
ID_30,val,2778,7891,35.2047
ID_300,test,1094,7892,13.8621
ID_300,train,5426,36825,14.7346
ID_300,val,1008,7891,12.774
ID_31,test,405,7892,5.1318
ID_31,train,2630,36825,7.1419
ID_31,val,558,7891,7.0713
ID_32,test,1103,7892,13.9762
ID_32,train,6385,36825,17.3388
ID_32,val,1050,7891,13.3063
ID_33,test,942,7892,11.9361
ID_33,train,4426,36825,12.019
ID_33,val,1026,7891,13.0022
ID_34,test,1085,7892,13.7481
ID_34,train,3738,36825,10.1507
ID_34,val,874,7891,11.0759
ID_35,test,794,7892,10.0608
ID_35,train,3349,36825,9.0944
ID_35,val,763,7891,9.6692
ID_36,test,1764,7892,22.3517
ID_36,train,8474,36825,23.0115
ID_36,val,1896,7891,24.0274
ID_37,test,1758,7892,22.2757
ID_37,train,7863,36825,21.3523
ID_37,val,1580,7891,20.0228
ID_38,test,2337,7892,29.6123
ID_38,train,8848,36825,24.0272
ID_38,val,2220,7891,28.1333
ID_39,test,1739,7892,22.035
ID_39,train,7422,36825,20.1548
ID_39,val,1779,7891,22.5447
ID_4,test,526,7892,6.665
ID_4,train,2141,36825,5.814
ID_4,val,468,7891,5.9308
ID_40,test,1743,7892,22.0857
ID_40,train,8478,36825,23.0224
ID_40,val,1772,7891,22.456
ID_41,test,1399,7892,17.7268
ID_41,train,5958,36825,16.1792
ID_41,val,1346,7891,17.0574
ID_42,test,780,7892,9.8834
ID_42,train,3714,36825,10.0855
ID_42,val,819,7891,10.3789
ID_43,test,1963,7892,24.8733
ID_43,train,8716,36825,23.6687
ID_43,val,1892,7891,23.9767
ID_44,test,1937,7892,24.5438
ID_44,train,6771,36825,18.387
ID_44,val,1959,7891,24.8258
ID_45,test,1478,7892,18.7278
ID_45,train,7978,36825,21.6646
ID_45,val,1583,7891,20.0608
ID_46,test,1431,7892,18.1323
ID_46,train,6470,36825,17.5696
ID_46,val,1302,7891,16.4998
ID_47,test,1323,7892,16.7638
ID_47,train,6242,36825,16.9504
ID_47,val,1295,7891,16.4111
ID_48,test,1426,7892,18.0689
ID_48,train,7371,36825,20.0163
ID_48,val,1365,7891,17.2982
ID_49,test,1128,7892,14.293
ID_49,train,4169,36825,11.3211
ID_49,val,1157,7891,14.6623
ID_5,test,986,7892,12.4937
ID_5,train,5681,36825,15.427
ID_5,val,1061,7891,13.4457
ID_50,test,2234,7892,28.3071
ID_50,train,8915,36825,24.2091
ID_50,val,2332,7891,29.5527
ID_51,test,1096,7892,13.8875
ID_51,train,5245,36825,14.243
ID_51,val,1108,7891,14.0413
ID_52,test,1137,7892,14.407
ID_52,train,6611,36825,17.9525
ID_52,val,1210,7891,15.3339
ID_53,test,1418,7892,17.9676
ID_53,train,6782,36825,18.4168
ID_53,val,1403,7891,17.7797
ID_54,test,851,7892,10.7831
ID_54,train,4817,36825,13.0808
ID_54,val,888,7891,11.2533
ID_55,test,1318,7892,16.7005
ID_55,train,4143,36825,11.2505
ID_55,val,1178,7891,14.9284
ID_56,test,953,7892,12.0755
ID_56,train,4586,36825,12.4535
ID_56,val,1061,7891,13.4457
ID_57,test,1634,7892,20.7045
ID_57,train,6930,36825,18.8187
ID_57,val,1424,7891,18.0459
ID_58,test,1379,7892,17.4734
ID_58,train,5930,36825,16.1032
ID_58,val,1250,7891,15.8408
ID_59,test,1378,7892,17.4607
ID_59,train,4240,36825,11.5139
ID_59,val,1250,7891,15.8408
ID_6,test,981,7892,12.4303
ID_6,train,4528,36825,12.296
ID_6,val,968,7891,12.2671
ID_60,test,1449,7892,18.3604
ID_60,train,5320,36825,14.4467
ID_60,val,1405,7891,17.8051
ID_61,test,837,7892,10.6057
ID_61,train,5253,36825,14.2648
ID_61,val,896,7891,11.3547
ID_62,test,670,7892,8.4896
ID_62,train,3750,36825,10.1833
ID_62,val,645,7891,8.1739
ID_63,test,947,7892,11.9995
ID_63,train,3181,36825,8.6382
ID_63,val,515,7891,6.5264
ID_64,test,1604,7892,20.3244
ID_64,train,6663,36825,18.0937
ID_64,val,1614,7891,20.4537
ID_65,test,850,7892,10.7704
ID_65,train,3663,36825,9.947
ID_65,val,799,7891,10.1255
